order_id,date,product_id,product_name,category,warehouse,region,units_sold,unit_price,revenue,promotion,holiday,date_year,date_month,date_day,date_weekday,date_quarter
524,2024-03-28,P002,Phone,Electronics,Bengaluru,South,34,30000,1020000,No,No,2024,3,28,Thursday,1
525,2024-03-28,P003,Chair,Furniture,Kolkata,East,33,5000,165000,No,No,2024,3,28,Thursday,1
526,2024-03-28,P004,Rice,Grocery,Kolkata,East,20,60,1200,No,No,2024,3,28,Thursday,1
527,2024-03-28,P005,Tshirt,Clothing,Delhi,North,32,800,25600,No,No,2024,3,28,Thursday,1
528,2024-03-28,P006,Mixer,Home Appliances,Delhi,North,13,3500,45500,No,No,2024,3,28,Thursday,1
529,2024-03-29,P001,Laptop,Electronics,Kolkata,East,31,60000,1860000,No,No,2024,3,29,Friday,1
530,2024-03-29,P002,Phone,Electronics,Hyderabad,South,32,30000,960000,No,No,2024,3,29,Friday,1
531,2024-03-29,P003,Chair,Furniture,Bengaluru,South,30,5000,150000,No,No,2024,3,29,Friday,1
532,2024-03-29,P004,Rice,Grocery,Kolkata,East,30,60,1800,No,No,2024,3,29,Friday,1
533,2024-03-29,P005,Tshirt,Clothing,Kolkata,East,21,800,16800,No,No,2024,3,29,Friday,1
534,2024-03-29,P006,Mixer,Home Appliances,Kolkata,East,56,3500,196000,Yes,No,2024,3,29,Friday,1
535,2024-03-30,P001,Laptop,Electronics,Kolkata,East,7,60000,420000,No,No,2024,3,30,Saturday,1
536,2024-03-30,P002,Phone,Electronics,Kolkata,East,75,30000,2250000,Yes,No,2024,3,30,Saturday,1
537,2024-03-30,P003,Chair,Furniture,Delhi,North,30,5000,150000,No,No,2024,3,30,Saturday,1
538,2024-03-30,P004,Rice,Grocery,Mumbai,West,26,60,1560,No,No,2024,3,30,Saturday,1
539,2024-03-30,P005,Tshirt,Clothing,Bengaluru,South,8,800,6400,No,No,2024,3,30,Saturday,1
540,2024-03-30,P006,Mixer,Home Appliances,Delhi,North,38,3500,133000,No,No,2024,3,30,Saturday,1
541,2024-03-31,P001,Laptop,Electronics,Mumbai,West,26,60000,1560000,No,No,2024,3,31,Sunday,1
542,2024-03-31,P002,Phone,Electronics,Delhi,North,30,30000,900000,No,No,2024,3,31,Sunday,1
543,2024-03-31,P003,Chair,Furniture,Bengaluru,South,18,5000,90000,No,No,2024,3,31,Sunday,1
544,2024-03-31,P004,Rice,Grocery,Kolkata,East,39,60,2340,No,No,2024,3,31,Sunday,1
545,2024-03-31,P005,Tshirt,Clothing,Delhi,North,16,800,12800,No,No,2024,3,31,Sunday,1
546,2024-03-31,P006,Mixer,Home Appliances,Mumbai,West,15,3500,52500,No,No,2024,3,31,Sunday,1
547,2024-04-01,P001,Laptop,Electronics,Hyderabad,South,95,60000,5700000,Yes,No,2024,4,1,Monday,2
548,2024-04-01,P002,Phone,Electronics,Mumbai,West,38,30000,1140000,No,No,2024,4,1,Monday,2
549,2024-04-01,P003,Chair,Furniture,Delhi,North,31,5000,155000,No,No,2024,4,1,Monday,2
550,2024-04-01,P004,Rice,Grocery,Mumbai,West,62,60,3720,Yes,No,2024,4,1,Monday,2
551,2024-04-01,P005,Tshirt,Clothing,Delhi,North,33,800,26400,No,No,2024,4,1,Monday,2
552,2024-04-01,P006,Mixer,Home Appliances,Bengaluru,South,14,3500,49000,No,No,2024,4,1,Monday,2
553,2024-04-02,P001,Laptop,Electronics,Kolkata,East,7,60000,420000,No,No,2024,4,2,Tuesday,2
554,2024-04-02,P002,Phone,Electronics,Hyderabad,South,40,30000,1200000,No,No,2024,4,2,Tuesday,2
555,2024-04-02,P003,Chair,Furniture,Bengaluru,South,29,5000,145000,No,No,2024,4,2,Tuesday,2
556,2024-04-02,P004,Rice,Grocery,Bengaluru,South,21,60,1260,No,No,2024,4,2,Tuesday,2
557,2024-04-02,P005,Tshirt,Clothing,Kolkata,East,35,800,28000,No,No,2024,4,2,Tuesday,2
558,2024-04-02,P006,Mixer,Home Appliances,Mumbai,West,23,3500,80500,No,No,2024,4,2,Tuesday,2
559,2024-04-03,P001,Laptop,Electronics,Delhi,North,23,60000,1380000,No,No,2024,4,3,Wednesday,2
560,2024-04-03,P002,Phone,Electronics,Mumbai,West,66,30000,1980000,Yes,No,2024,4,3,Wednesday,2
561,2024-04-03,P003,Chair,Furniture,Hyderabad,South,13,5000,65000,No,No,2024,4,3,Wednesday,2
562,2024-04-03,P004,Rice,Grocery,Bengaluru,South,9,60,540,No,No,2024,4,3,Wednesday,2
563,2024-04-03,P005,Tshirt,Clothing,Bengaluru,South,71,800,56800,Yes,No,2024,4,3,Wednesday,2
564,2024-04-03,P006,Mixer,Home Appliances,Mumbai,West,32,3500,112000,No,No,2024,4,3,Wednesday,2
565,2024-04-04,P001,Laptop,Electronics,Hyderabad,South,34,60000,2040000,No,No,2024,4,4,Thursday,2
566,2024-04-04,P002,Phone,Electronics,Bengaluru,South,27,30000,810000,No,No,2024,4,4,Thursday,2
567,2024-04-04,P003,Chair,Furniture,Kolkata,East,21,5000,105000,No,No,2024,4,4,Thursday,2
568,2024-04-04,P004,Rice,Grocery,Mumbai,West,9,60,540,No,No,2024,4,4,Thursday,2
569,2024-04-04,P005,Tshirt,Clothing,Kolkata,East,40,800,32000,No,No,2024,4,4,Thursday,2
570,2024-04-04,P006,Mixer,Home Appliances,Bengaluru,South,36,3500,126000,No,No,2024,4,4,Thursday,2
571,2024-04-05,P001,Laptop,Electronics,Kolkata,East,8,60000,480000,No,No,2024,4,5,Friday,2
572,2024-04-05,P002,Phone,Electronics,Bengaluru,South,7,30000,210000,No,No,2024,4,5,Friday,2
573,2024-04-05,P003,Chair,Furniture,Bengaluru,South,14,5000,70000,No,No,2024,4,5,Friday,2
574,2024-04-05,P004,Rice,Grocery,Hyderabad,South,20,60,1200,No,No,2024,4,5,Friday,2
575,2024-04-05,P005,Tshirt,Clothing,Mumbai,West,53,800,42400,Yes,No,2024,4,5,Friday,2
576,2024-04-05,P006,Mixer,Home Appliances,Kolkata,East,28,3500,98000,No,No,2024,4,5,Friday,2
577,2024-04-06,P001,Laptop,Electronics,Mumbai,West,31,60000,1860000,No,No,2024,4,6,Saturday,2
578,2024-04-06,P002,Phone,Electronics,Hyderabad,South,23,30000,690000,No,No,2024,4,6,Saturday,2
579,2024-04-06,P003,Chair,Furniture,Mumbai,West,33,5000,165000,No,No,2024,4,6,Saturday,2
580,2024-04-06,P004,Rice,Grocery,Mumbai,West,19,60,1140,No,No,2024,4,6,Saturday,2
581,2024-04-06,P005,Tshirt,Clothing,Bengaluru,South,10,800,8000,No,No,2024,4,6,Saturday,2
582,2024-04-06,P006,Mixer,Home Appliances,Mumbai,West,8,3500,28000,No,No,2024,4,6,Saturday,2
583,2024-04-07,P001,Laptop,Electronics,Delhi,North,16,60000,960000,No,No,2024,4,7,Sunday,2
584,2024-04-07,P002,Phone,Electronics,Mumbai,West,9,30000,270000,No,No,2024,4,7,Sunday,2
585,2024-04-07,P003,Chair,Furniture,Delhi,North,14,5000,70000,No,No,2024,4,7,Sunday,2
586,2024-04-07,P004,Rice,Grocery,Hyderabad,South,33,60,1980,No,No,2024,4,7,Sunday,2
587,2024-04-07,P005,Tshirt,Clothing,Bengaluru,South,7,800,5600,No,No,2024,4,7,Sunday,2
588,2024-04-07,P006,Mixer,Home Appliances,Delhi,North,24,3500,84000,No,No,2024,4,7,Sunday,2
589,2024-04-08,P001,Laptop,Electronics,Bengaluru,South,40,60000,2400000,No,No,2024,4,8,Monday,2
590,2024-04-08,P002,Phone,Electronics,Mumbai,West,34,30000,1020000,Yes,No,2024,4,8,Monday,2
591,2024-04-08,P003,Chair,Furniture,Mumbai,West,12,5000,60000,No,No,2024,4,8,Monday,2
592,2024-04-08,P004,Rice,Grocery,Delhi,North,7,60,420,No,No,2024,4,8,Monday,2
593,2024-04-08,P005,Tshirt,Clothing,Kolkata,East,28,800,22400,No,No,2024,4,8,Monday,2
594,2024-04-08,P006,Mixer,Home Appliances,Kolkata,East,57,3500,199500,Yes,No,2024,4,8,Monday,2
595,2024-04-09,P001,Laptop,Electronics,Delhi,North,12,60000,720000,No,No,2024,4,9,Tuesday,2
596,2024-04-09,P002,Phone,Electronics,Kolkata,East,24,30000,720000,No,No,2024,4,9,Tuesday,2
597,2024-04-09,P003,Chair,Furniture,Delhi,North,22,5000,110000,No,No,2024,4,9,Tuesday,2
598,2024-04-09,P004,Rice,Grocery,Hyderabad,South,29,60,1740,No,No,2024,4,9,Tuesday,2
599,2024-04-09,P005,Tshirt,Clothing,Bengaluru,South,58,800,46400,Yes,No,2024,4,9,Tuesday,2
600,2024-04-09,P006,Mixer,Home Appliances,Bengaluru,South,21,3500,73500,No,No,2024,4,9,Tuesday,2
601,2024-04-10,P001,Laptop,Electronics,Bengaluru,South,12,60000,720000,No,No,2024,4,10,Wednesday,2
602,2024-04-10,P002,Phone,Electronics,Bengaluru,South,32,30000,960000,No,No,2024,4,10,Wednesday,2
603,2024-04-10,P003,Chair,Furniture,Kolkata,East,13,5000,65000,No,No,2024,4,10,Wednesday,2
604,2024-04-10,P004,Rice,Grocery,Bengaluru,South,7,60,420,No,No,2024,4,10,Wednesday,2
605,2024-04-10,P005,Tshirt,Clothing,Bengaluru,South,11,800,8800,No,No,2024,4,10,Wednesday,2
606,2024-04-10,P006,Mixer,Home Appliances,Delhi,North,24,3500,84000,No,No,2024,4,10,Wednesday,2
607,2024-04-11,P001,Laptop,Electronics,Mumbai,West,27,60000,1620000,No,No,2024,4,11,Thursday,2
608,2024-04-11,P002,Phone,Electronics,Delhi,North,18,30000,540000,No,No,2024,4,11,Thursday,2
609,2024-04-11,P003,Chair,Furniture,Bengaluru,South,28,5000,140000,Yes,No,2024,4,11,Thursday,2
610,2024-04-11,P004,Rice,Grocery,Kolkata,East,6,60,360,No,No,2024,4,11,Thursday,2
611,2024-04-11,P005,Tshirt,Clothing,Hyderabad,South,37,800,29600,No,No,2024,4,11,Thursday,2
612,2024-04-11,P006,Mixer,Home Appliances,Delhi,North,39,3500,136500,No,No,2024,4,11,Thursday,2
613,2024-04-12,P001,Laptop,Electronics,Hyderabad,South,57,60000,3420000,Yes,No,2024,4,12,Friday,2
614,2024-04-12,P002,Phone,Electronics,Kolkata,East,27,30000,810000,No,No,2024,4,12,Friday,2
615,2024-04-12,P003,Chair,Furniture,Delhi,North,32,5000,160000,No,No,2024,4,12,Friday,2
616,2024-04-12,P004,Rice,Grocery,Bengaluru,South,6,60,360,No,No,2024,4,12,Friday,2
617,2024-04-12,P005,Tshirt,Clothing,Mumbai,West,19,800,15200,No,No,2024,4,12,Friday,2
618,2024-04-12,P006,Mixer,Home Appliances,Kolkata,East,25,3500,87500,No,No,2024,4,12,Friday,2
619,2024-04-13,P001,Laptop,Electronics,Kolkata,East,40,60000,2400000,No,No,2024,4,13,Saturday,2
620,2024-04-13,P002,Phone,Electronics,Delhi,North,7,30000,210000,No,No,2024,4,13,Saturday,2
621,2024-04-13,P003,Chair,Furniture,Delhi,North,10,5000,50000,No,No,2024,4,13,Saturday,2
622,2024-04-13,P004,Rice,Grocery,Hyderabad,South,7,60,420,No,No,2024,4,13,Saturday,2
623,2024-04-13,P005,Tshirt,Clothing,Delhi,North,7,800,5600,No,No,2024,4,13,Saturday,2
624,2024-04-13,P006,Mixer,Home Appliances,Kolkata,East,28,3500,98000,No,No,2024,4,13,Saturday,2
625,2024-04-14,P001,Laptop,Electronics,Mumbai,West,28,60000,1680000,No,No,2024,4,14,Sunday,2
626,2024-04-14,P002,Phone,Electronics,Delhi,North,14,30000,420000,No,No,2024,4,14,Sunday,2
627,2024-04-14,P003,Chair,Furniture,Bengaluru,South,9,5000,45000,No,No,2024,4,14,Sunday,2
628,2024-04-14,P004,Rice,Grocery,Mumbai,West,30,60,1800,No,No,2024,4,14,Sunday,2
629,2024-04-14,P005,Tshirt,Clothing,Delhi,North,36,800,28800,No,No,2024,4,14,Sunday,2
630,2024-04-14,P006,Mixer,Home Appliances,Hyderabad,South,32,3500,112000,No,No,2024,4,14,Sunday,2
631,2024-04-15,P001,Laptop,Electronics,Kolkata,East,35,60000,2100000,No,No,2024,4,15,Monday,2
632,2024-04-15,P002,Phone,Electronics,Delhi,North,26,30000,780000,No,No,2024,4,15,Monday,2
633,2024-04-15,P003,Chair,Furniture,Delhi,North,23,5000,115000,No,No,2024,4,15,Monday,2
634,2024-04-15,P004,Rice,Grocery,Delhi,North,30,60,1800,No,No,2024,4,15,Monday,2
635,2024-04-15,P005,Tshirt,Clothing,Bengaluru,South,14,800,11200,No,No,2024,4,15,Monday,2
636,2024-04-15,P006,Mixer,Home Appliances,Hyderabad,South,17,3500,59500,No,No,2024,4,15,Monday,2
637,2024-04-16,P001,Laptop,Electronics,Mumbai,West,58,60000,3480000,Yes,No,2024,4,16,Tuesday,2
638,2024-04-16,P002,Phone,Electronics,Mumbai,West,22,30000,660000,No,No,2024,4,16,Tuesday,2
639,2024-04-16,P003,Chair,Furniture,Kolkata,East,29,5000,145000,No,No,2024,4,16,Tuesday,2
640,2024-04-16,P004,Rice,Grocery,Hyderabad,South,8,60,480,No,No,2024,4,16,Tuesday,2
641,2024-04-16,P005,Tshirt,Clothing,Mumbai,West,37,800,29600,No,No,2024,4,16,Tuesday,2
642,2024-04-16,P006,Mixer,Home Appliances,Kolkata,East,29,3500,101500,No,No,2024,4,16,Tuesday,2
643,2024-04-17,P001,Laptop,Electronics,Mumbai,West,23,60000,1380000,No,No,2024,4,17,Wednesday,2
644,2024-04-17,P002,Phone,Electronics,Mumbai,West,75,30000,2250000,Yes,No,2024,4,17,Wednesday,2
645,2024-04-17,P003,Chair,Furniture,Bengaluru,South,35,5000,175000,No,No,2024,4,17,Wednesday,2
646,2024-04-17,P004,Rice,Grocery,Mumbai,West,21,60,1260,No,No,2024,4,17,Wednesday,2
647,2024-04-17,P005,Tshirt,Clothing,Delhi,North,30,800,24000,No,No,2024,4,17,Wednesday,2
648,2024-04-17,P006,Mixer,Home Appliances,Bengaluru,South,25,3500,87500,No,No,2024,4,17,Wednesday,2
649,2024-04-18,P001,Laptop,Electronics,Delhi,North,31,60000,1860000,No,No,2024,4,18,Thursday,2
650,2024-04-18,P002,Phone,Electronics,Bengaluru,South,22,30000,660000,No,No,2024,4,18,Thursday,2
651,2024-04-18,P003,Chair,Furniture,Hyderabad,South,27,5000,135000,No,No,2024,4,18,Thursday,2
652,2024-04-18,P004,Rice,Grocery,Kolkata,East,35,60,2100,No,No,2024,4,18,Thursday,2
653,2024-04-18,P005,Tshirt,Clothing,Delhi,North,5,800,4000,No,No,2024,4,18,Thursday,2
654,2024-04-18,P006,Mixer,Home Appliances,Delhi,North,11,3500,38500,No,No,2024,4,18,Thursday,2
655,2024-04-19,P001,Laptop,Electronics,Mumbai,West,34,60000,2040000,No,No,2024,4,19,Friday,2
656,2024-04-19,P002,Phone,Electronics,Bengaluru,South,37,30000,1110000,No,No,2024,4,19,Friday,2
657,2024-04-19,P003,Chair,Furniture,Delhi,North,20,5000,100000,No,No,2024,4,19,Friday,2
658,2024-04-19,P004,Rice,Grocery,Hyderabad,South,14,60,840,No,No,2024,4,19,Friday,2
659,2024-04-19,P005,Tshirt,Clothing,Mumbai,West,32,800,25600,No,No,2024,4,19,Friday,2
660,2024-04-19,P006,Mixer,Home Appliances,Delhi,North,32,3500,112000,No,No,2024,4,19,Friday,2
661,2024-04-20,P001,Laptop,Electronics,Kolkata,East,31,60000,1860000,No,No,2024,4,20,Saturday,2
662,2024-04-20,P002,Phone,Electronics,Delhi,North,25,30000,750000,No,No,2024,4,20,Saturday,2
663,2024-04-20,P003,Chair,Furniture,Bengaluru,South,14,5000,70000,No,No,2024,4,20,Saturday,2
664,2024-04-20,P004,Rice,Grocery,Hyderabad,South,36,60,2160,No,No,2024,4,20,Saturday,2
665,2024-04-20,P005,Tshirt,Clothing,Delhi,North,7,800,5600,No,No,2024,4,20,Saturday,2
666,2024-04-20,P006,Mixer,Home Appliances,Kolkata,East,38,3500,133000,No,No,2024,4,20,Saturday,2
667,2024-04-21,P001,Laptop,Electronics,Kolkata,East,19,60000,1140000,No,No,2024,4,21,Sunday,2
668,2024-04-21,P002,Phone,Electronics,Bengaluru,South,16,30000,480000,No,No,2024,4,21,Sunday,2
669,2024-04-21,P003,Chair,Furniture,Hyderabad,South,27,5000,135000,No,No,2024,4,21,Sunday,2
670,2024-04-21,P004,Rice,Grocery,Mumbai,West,31,60,1860,No,No,2024,4,21,Sunday,2
671,2024-04-21,P005,Tshirt,Clothing,Kolkata,East,25,800,20000,No,No,2024,4,21,Sunday,2
672,2024-04-21,P006,Mixer,Home Appliances,Delhi,North,14,3500,49000,No,No,2024,4,21,Sunday,2
673,2024-04-22,P001,Laptop,Electronics,Hyderabad,South,50,60000,3000000,Yes,No,2024,4,22,Monday,2
674,2024-04-22,P002,Phone,Electronics,Bengaluru,South,39,30000,1170000,No,No,2024,4,22,Monday,2
675,2024-04-22,P003,Chair,Furniture,Mumbai,West,12,5000,60000,No,No,2024,4,22,Monday,2
676,2024-04-22,P004,Rice,Grocery,Bengaluru,South,34,60,2040,No,No,2024,4,22,Monday,2
677,2024-04-22,P005,Tshirt,Clothing,Mumbai,West,15,800,12000,No,No,2024,4,22,Monday,2
678,2024-04-22,P006,Mixer,Home Appliances,Hyderabad,South,81,3500,283500,Yes,No,2024,4,22,Monday,2
679,2024-04-23,P001,Laptop,Electronics,Delhi,North,8,60000,480000,No,No,2024,4,23,Tuesday,2
680,2024-04-23,P002,Phone,Electronics,Mumbai,West,33,30000,990000,No,No,2024,4,23,Tuesday,2
681,2024-04-23,P003,Chair,Furniture,Kolkata,East,32,5000,160000,No,No,2024,4,23,Tuesday,2
682,2024-04-23,P004,Rice,Grocery,Hyderabad,South,5,60,300,No,No,2024,4,23,Tuesday,2
683,2024-04-23,P005,Tshirt,Clothing,Hyderabad,South,39,800,31200,No,No,2024,4,23,Tuesday,2
684,2024-04-23,P006,Mixer,Home Appliances,Hyderabad,South,46,3500,161000,Yes,No,2024,4,23,Tuesday,2
685,2024-04-24,P001,Laptop,Electronics,Delhi,North,22,60000,1320000,No,No,2024,4,24,Wednesday,2
686,2024-04-24,P002,Phone,Electronics,Bengaluru,South,18,30000,540000,No,No,2024,4,24,Wednesday,2
687,2024-04-24,P003,Chair,Furniture,Bengaluru,South,11,5000,55000,No,No,2024,4,24,Wednesday,2
688,2024-04-24,P004,Rice,Grocery,Hyderabad,South,7,60,420,No,No,2024,4,24,Wednesday,2
689,2024-04-24,P005,Tshirt,Clothing,Delhi,North,9,800,7200,No,No,2024,4,24,Wednesday,2
690,2024-04-24,P006,Mixer,Home Appliances,Bengaluru,South,20,3500,70000,No,No,2024,4,24,Wednesday,2
691,2024-04-25,P001,Laptop,Electronics,Mumbai,West,23,60000,1380000,No,No,2024,4,25,Thursday,2
692,2024-04-25,P002,Phone,Electronics,Mumbai,West,39,30000,1170000,No,No,2024,4,25,Thursday,2
693,2024-04-25,P003,Chair,Furniture,Mumbai,West,9,5000,45000,No,No,2024,4,25,Thursday,2
694,2024-04-25,P004,Rice,Grocery,Delhi,North,13,60,780,No,No,2024,4,25,Thursday,2
695,2024-04-25,P005,Tshirt,Clothing,Kolkata,East,21,800,16800,No,No,2024,4,25,Thursday,2
696,2024-04-25,P006,Mixer,Home Appliances,Bengaluru,South,15,3500,52500,No,No,2024,4,25,Thursday,2
697,2024-04-26,P001,Laptop,Electronics,Delhi,North,15,60000,900000,No,No,2024,4,26,Friday,2
698,2024-04-26,P002,Phone,Electronics,Kolkata,East,32,30000,960000,No,No,2024,4,26,Friday,2
699,2024-04-26,P003,Chair,Furniture,Bengaluru,South,9,5000,45000,No,No,2024,4,26,Friday,2
700,2024-04-26,P004,Rice,Grocery,Hyderabad,South,39,60,2340,No,No,2024,4,26,Friday,2
701,2024-04-26,P005,Tshirt,Clothing,Bengaluru,South,31,800,24800,No,No,2024,4,26,Friday,2
702,2024-04-26,P006,Mixer,Home Appliances,Hyderabad,South,26,3500,91000,No,No,2024,4,26,Friday,2
703,2024-04-27,P001,Laptop,Electronics,Hyderabad,South,38,60000,2280000,No,No,2024,4,27,Saturday,2
704,2024-04-27,P002,Phone,Electronics,Delhi,North,64,30000,1920000,Yes,No,2024,4,27,Saturday,2
705,2024-04-27,P003,Chair,Furniture,Mumbai,West,39,5000,195000,No,No,2024,4,27,Saturday,2
706,2024-04-27,P004,Rice,Grocery,Mumbai,West,53,60,3180,Yes,No,2024,4,27,Saturday,2
707,2024-04-27,P005,Tshirt,Clothing,Hyderabad,South,16,800,12800,No,No,2024,4,27,Saturday,2
708,2024-04-27,P006,Mixer,Home Appliances,Kolkata,East,40,3500,140000,No,No,2024,4,27,Saturday,2
709,2024-04-28,P001,Laptop,Electronics,Bengaluru,South,26,60000,1560000,No,No,2024,4,28,Sunday,2
710,2024-04-28,P002,Phone,Electronics,Kolkata,East,62,30000,1860000,Yes,No,2024,4,28,Sunday,2
711,2024-04-28,P003,Chair,Furniture,Kolkata,East,16,5000,80000,No,No,2024,4,28,Sunday,2
712,2024-04-28,P004,Rice,Grocery,Hyderabad,South,28,60,1680,No,No,2024,4,28,Sunday,2
713,2024-04-28,P005,Tshirt,Clothing,Mumbai,West,47,800,37600,Yes,No,2024,4,28,Sunday,2
714,2024-04-28,P006,Mixer,Home Appliances,Bengaluru,South,20,3500,70000,No,No,2024,4,28,Sunday,2
715,2024-04-29,P001,Laptop,Electronics,Kolkata,East,35,60000,2100000,No,No,2024,4,29,Monday,2
716,2024-04-29,P002,Phone,Electronics,Delhi,North,29,30000,870000,No,No,2024,4,29,Monday,2
717,2024-04-29,P003,Chair,Furniture,Mumbai,West,15,5000,75000,No,No,2024,4,29,Monday,2
718,2024-04-29,P004,Rice,Grocery,Hyderabad,South,17,60,1020,No,No,2024,4,29,Monday,2
719,2024-04-29,P005,Tshirt,Clothing,Delhi,North,27,800,21600,No,No,2024,4,29,Monday,2
720,2024-04-29,P006,Mixer,Home Appliances,Bengaluru,South,18,3500,63000,No,No,2024,4,29,Monday,2
721,2024-04-30,P001,Laptop,Electronics,Bengaluru,South,20,60000,1200000,No,No,2024,4,30,Tuesday,2
722,2024-04-30,P002,Phone,Electronics,Kolkata,East,31,30000,930000,No,No,2024,4,30,Tuesday,2
723,2024-04-30,P003,Chair,Furniture,Delhi,North,7,5000,35000,No,No,2024,4,30,Tuesday,2
724,2024-04-30,P004,Rice,Grocery,Delhi,North,18,60,1080,No,No,2024,4,30,Tuesday,2
725,2024-04-30,P005,Tshirt,Clothing,Mumbai,West,32,800,25600,No,No,2024,4,30,Tuesday,2
726,2024-04-30,P006,Mixer,Home Appliances,Hyderabad,South,32,3500,112000,No,No,2024,4,30,Tuesday,2
727,2024-05-01,P001,Laptop,Electronics,Kolkata,East,6,60000,360000,No,No,2024,5,1,Wednesday,2
728,2024-05-01,P002,Phone,Electronics,Mumbai,West,43,30000,1290000,Yes,No,2024,5,1,Wednesday,2
729,2024-05-01,P003,Chair,Furniture,Delhi,North,41,5000,205000,Yes,No,2024,5,1,Wednesday,2
730,2024-05-01,P004,Rice,Grocery,Kolkata,East,7,60,420,No,No,2024,5,1,Wednesday,2
731,2024-05-01,P005,Tshirt,Clothing,Delhi,North,14,800,11200,No,No,2024,5,1,Wednesday,2
732,2024-05-01,P006,Mixer,Home Appliances,Bengaluru,South,9,3500,31500,No,No,2024,5,1,Wednesday,2
733,2024-05-02,P001,Laptop,Electronics,Mumbai,West,12,60000,720000,No,No,2024,5,2,Thursday,2
734,2024-05-02,P002,Phone,Electronics,Delhi,North,6,30000,180000,No,No,2024,5,2,Thursday,2
735,2024-05-02,P003,Chair,Furniture,Delhi,North,37,5000,185000,No,No,2024,5,2,Thursday,2
736,2024-05-02,P004,Rice,Grocery,Mumbai,West,82,60,4920,Yes,No,2024,5,2,Thursday,2
737,2024-05-02,P005,Tshirt,Clothing,Bengaluru,South,29,800,23200,No,No,2024,5,2,Thursday,2
738,2024-05-02,P006,Mixer,Home Appliances,Bengaluru,South,32,3500,112000,Yes,No,2024,5,2,Thursday,2
739,2024-05-03,P001,Laptop,Electronics,Delhi,North,15,60000,900000,No,No,2024,5,3,Friday,2
740,2024-05-03,P002,Phone,Electronics,Kolkata,East,13,30000,390000,No,No,2024,5,3,Friday,2
741,2024-05-03,P003,Chair,Furniture,Bengaluru,South,16,5000,80000,No,No,2024,5,3,Friday,2
742,2024-05-03,P004,Rice,Grocery,Mumbai,West,14,60,840,No,No,2024,5,3,Friday,2
743,2024-05-03,P005,Tshirt,Clothing,Hyderabad,South,26,800,20800,No,No,2024,5,3,Friday,2
744,2024-05-03,P006,Mixer,Home Appliances,Hyderabad,South,6,3500,21000,No,No,2024,5,3,Friday,2
745,2024-05-04,P001,Laptop,Electronics,Delhi,North,38,60000,2280000,No,No,2024,5,4,Saturday,2
746,2024-05-04,P002,Phone,Electronics,Bengaluru,South,22,30000,660000,No,No,2024,5,4,Saturday,2
747,2024-05-04,P003,Chair,Furniture,Kolkata,East,31,5000,155000,No,No,2024,5,4,Saturday,2
748,2024-05-04,P004,Rice,Grocery,Mumbai,West,28,60,1680,No,No,2024,5,4,Saturday,2
749,2024-05-04,P005,Tshirt,Clothing,Bengaluru,South,14,800,11200,No,No,2024,5,4,Saturday,2
750,2024-05-04,P006,Mixer,Home Appliances,Mumbai,West,38,3500,133000,No,No,2024,5,4,Saturday,2
751,2024-05-05,P001,Laptop,Electronics,Kolkata,East,8,60000,480000,No,No,2024,5,5,Sunday,2
752,2024-05-05,P002,Phone,Electronics,Bengaluru,South,15,30000,450000,No,No,2024,5,5,Sunday,2
753,2024-05-05,P003,Chair,Furniture,Mumbai,West,38,5000,190000,No,No,2024,5,5,Sunday,2
754,2024-05-05,P004,Rice,Grocery,Bengaluru,South,14,60,840,No,No,2024,5,5,Sunday,2
755,2024-05-05,P005,Tshirt,Clothing,Hyderabad,South,13,800,10400,No,No,2024,5,5,Sunday,2
756,2024-05-05,P006,Mixer,Home Appliances,Hyderabad,South,31,3500,108500,No,No,2024,5,5,Sunday,2
757,2024-05-06,P001,Laptop,Electronics,Delhi,North,18,60000,1080000,No,No,2024,5,6,Monday,2
758,2024-05-06,P002,Phone,Electronics,Mumbai,West,29,30000,870000,No,No,2024,5,6,Monday,2
759,2024-05-06,P003,Chair,Furniture,Kolkata,East,12,5000,60000,No,No,2024,5,6,Monday,2
760,2024-05-06,P004,Rice,Grocery,Kolkata,East,43,60,2580,Yes,No,2024,5,6,Monday,2
761,2024-05-06,P005,Tshirt,Clothing,Bengaluru,South,17,800,13600,No,No,2024,5,6,Monday,2
762,2024-05-06,P006,Mixer,Home Appliances,Hyderabad,South,8,3500,28000,No,No,2024,5,6,Monday,2
763,2024-05-07,P001,Laptop,Electronics,Bengaluru,South,8,60000,480000,No,No,2024,5,7,Tuesday,2
764,2024-05-07,P002,Phone,Electronics,Mumbai,West,31,30000,930000,No,No,2024,5,7,Tuesday,2
765,2024-05-07,P003,Chair,Furniture,Hyderabad,South,23,5000,115000,No,No,2024,5,7,Tuesday,2
766,2024-05-07,P004,Rice,Grocery,Delhi,North,37,60,2220,No,No,2024,5,7,Tuesday,2
767,2024-05-07,P005,Tshirt,Clothing,Delhi,North,37,800,29600,No,No,2024,5,7,Tuesday,2
768,2024-05-07,P006,Mixer,Home Appliances,Delhi,North,32,3500,112000,No,No,2024,5,7,Tuesday,2
769,2024-05-08,P001,Laptop,Electronics,Mumbai,West,27,60000,1620000,No,No,2024,5,8,Wednesday,2
770,2024-05-08,P002,Phone,Electronics,Delhi,North,15,30000,450000,No,No,2024,5,8,Wednesday,2
771,2024-05-08,P003,Chair,Furniture,Mumbai,West,17,5000,85000,No,No,2024,5,8,Wednesday,2
