date,product_id,warehouse,opening_stock,received_stock,closing_stock,reorder_level,lead_time_days,date_year,date_month,date_day,date_weekday,date_quarter
2024-02-27,P003,Bengaluru,815,250,820,150,7,2024,2,27,Tuesday,1
2024-02-27,P004,Hyderabad,363,57,283,150,2,2024,2,27,Tuesday,1
2024-02-27,P005,Delhi,651,14,739,150,10,2024,2,27,Tuesday,1
2024-02-27,P006,Mumbai,885,35,251,150,6,2024,2,27,Tuesday,1
2024-02-28,P001,Mumbai,896,221,785,150,8,2024,2,28,Wednesday,1
2024-02-28,P002,Mumbai,764,231,954,150,8,2024,2,28,Wednesday,1
2024-02-28,P003,Mumbai,928,82,538,150,8,2024,2,28,Wednesday,1
2024-02-28,P004,Hyderabad,731,221,495,150,5,2024,2,28,Wednesday,1
2024-02-28,P005,Bengaluru,575,75,327,150,9,2024,2,28,Wednesday,1
2024-02-28,P006,Mumbai,779,297,474,150,3,2024,2,28,Wednesday,1
2024-02-29,P001,Kolkata,324,294,403,150,9,2024,2,29,Thursday,1
2024-02-29,P002,Kolkata,203,168,211,150,3,2024,2,29,Thursday,1
2024-02-29,P003,Delhi,347,119,146,150,10,2024,2,29,Thursday,1
2024-02-29,P004,Mumbai,816,121,935,150,5,2024,2,29,Thursday,1
2024-02-29,P005,Kolkata,692,248,797,150,5,2024,2,29,Thursday,1
2024-02-29,P006,Hyderabad,270,7,656,150,6,2024,2,29,Thursday,1
2024-03-01,P001,Mumbai,963,280,952,150,8,2024,3,1,Friday,1
2024-03-01,P002,Hyderabad,546,247,780,150,3,2024,3,1,Friday,1
2024-03-01,P003,Hyderabad,635,6,146,150,2,2024,3,1,Friday,1
2024-03-01,P004,Delhi,327,1,711,150,3,2024,3,1,Friday,1
2024-03-01,P005,Bengaluru,811,64,388,150,4,2024,3,1,Friday,1
2024-03-01,P006,Delhi,871,109,761,150,8,2024,3,1,Friday,1
2024-03-02,P001,Delhi,641,174,659,150,8,2024,3,2,Saturday,1
2024-03-02,P002,Hyderabad,655,174,363,150,5,2024,3,2,Saturday,1
2024-03-02,P003,Delhi,374,294,251,150,7,2024,3,2,Saturday,1
2024-03-02,P004,Hyderabad,948,79,288,150,5,2024,3,2,Saturday,1
2024-03-02,P005,Bengaluru,712,166,885,150,9,2024,3,2,Saturday,1
2024-03-02,P006,Hyderabad,782,37,587,150,3,2024,3,2,Saturday,1
2024-03-03,P001,Bengaluru,617,95,884,150,7,2024,3,3,Sunday,1
2024-03-03,P002,Delhi,705,64,159,150,10,2024,3,3,Sunday,1
2024-03-03,P003,Hyderabad,898,179,660,150,5,2024,3,3,Sunday,1
2024-03-03,P004,Delhi,446,163,868,150,4,2024,3,3,Sunday,1
2024-03-03,P005,Mumbai,656,74,213,150,2,2024,3,3,Sunday,1
2024-03-03,P006,Mumbai,442,210,725,150,4,2024,3,3,Sunday,1
2024-03-04,P001,Hyderabad,765,168,165,150,9,2024,3,4,Monday,1
2024-03-04,P002,Mumbai,316,130,210,150,10,2024,3,4,Monday,1
2024-03-04,P003,Delhi,451,110,172,150,6,2024,3,4,Monday,1
2024-03-04,P004,Mumbai,234,269,529,150,2,2024,3,4,Monday,1
2024-03-04,P005,Kolkata,623,86,501,150,2,2024,3,4,Monday,1
2024-03-04,P006,Bengaluru,503,166,678,150,2,2024,3,4,Monday,1
2024-03-05,P001,Bengaluru,795,251,112,150,2,2024,3,5,Tuesday,1
2024-03-05,P002,Kolkata,393,78,979,150,4,2024,3,5,Tuesday,1
2024-03-05,P003,Bengaluru,228,23,978,150,5,2024,3,5,Tuesday,1
2024-03-05,P004,Delhi,390,235,540,150,10,2024,3,5,Tuesday,1
2024-03-05,P005,Mumbai,447,168,660,150,4,2024,3,5,Tuesday,1
2024-03-05,P006,Delhi,432,258,720,150,4,2024,3,5,Tuesday,1
2024-03-06,P001,Mumbai,406,101,794,150,6,2024,3,6,Wednesday,1
2024-03-06,P002,Hyderabad,935,277,992,150,5,2024,3,6,Wednesday,1
2024-03-06,P003,Delhi,785,148,219,150,6,2024,3,6,Wednesday,1
2024-03-06,P004,Bengaluru,363,43,663,150,9,2024,3,6,Wednesday,1
2024-03-06,P005,Bengaluru,991,41,619,150,6,2024,3,6,Wednesday,1
2024-03-06,P006,Mumbai,637,86,730,150,3,2024,3,6,Wednesday,1
2024-03-07,P001,Kolkata,350,143,657,150,4,2024,3,7,Thursday,1
2024-03-07,P002,Hyderabad,467,178,589,150,9,2024,3,7,Thursday,1
2024-03-07,P003,Mumbai,423,277,885,150,5,2024,3,7,Thursday,1
2024-03-07,P004,Hyderabad,479,204,759,150,6,2024,3,7,Thursday,1
2024-03-07,P005,Mumbai,299,70,993,150,10,2024,3,7,Thursday,1
2024-03-07,P006,Delhi,908,258,728,150,5,2024,3,7,Thursday,1
2024-03-08,P001,Mumbai,816,265,721,150,3,2024,3,8,Friday,1
2024-03-08,P002,Mumbai,559,87,138,150,3,2024,3,8,Friday,1
2024-03-08,P003,Mumbai,384,299,976,150,6,2024,3,8,Friday,1
2024-03-08,P004,Delhi,237,193,426,150,3,2024,3,8,Friday,1
2024-03-08,P005,Mumbai,594,290,798,150,2,2024,3,8,Friday,1
2024-03-08,P006,Mumbai,318,66,481,150,5,2024,3,8,Friday,1
2024-03-09,P001,Kolkata,890,135,576,150,6,2024,3,9,Saturday,1
2024-03-09,P002,Mumbai,431,73,144,150,5,2024,3,9,Saturday,1
2024-03-09,P003,Mumbai,396,30,581,150,8,2024,3,9,Saturday,1
2024-03-09,P004,Hyderabad,851,11,721,150,6,2024,3,9,Saturday,1
2024-03-09,P005,Mumbai,976,183,366,150,6,2024,3,9,Saturday,1
2024-03-09,P006,Delhi,646,268,259,150,9,2024,3,9,Saturday,1
2024-03-10,P001,Mumbai,443,190,490,150,5,2024,3,10,Sunday,1
2024-03-10,P002,Delhi,855,115,712,150,7,2024,3,10,Sunday,1
2024-03-10,P003,Bengaluru,738,261,711,150,3,2024,3,10,Sunday,1
2024-03-10,P004,Delhi,863,288,870,150,3,2024,3,10,Sunday,1
2024-03-10,P005,Delhi,436,109,257,150,8,2024,3,10,Sunday,1
2024-03-10,P006,Mumbai,561,222,450,150,10,2024,3,10,Sunday,1
2024-03-11,P001,Kolkata,896,59,344,150,10,2024,3,11,Monday,1
2024-03-11,P002,Delhi,689,146,207,150,5,2024,3,11,Monday,1
2024-03-11,P003,Kolkata,901,232,483,150,5,2024,3,11,Monday,1
2024-03-11,P004,Mumbai,740,25,719,150,9,2024,3,11,Monday,1
2024-03-11,P005,Hyderabad,787,292,152,150,5,2024,3,11,Monday,1
2024-03-11,P006,Bengaluru,640,257,582,150,10,2024,3,11,Monday,1
2024-03-12,P001,Bengaluru,719,58,983,150,4,2024,3,12,Tuesday,1
2024-03-12,P002,Hyderabad,616,194,834,150,7,2024,3,12,Tuesday,1
2024-03-12,P003,Bengaluru,568,264,712,150,9,2024,3,12,Tuesday,1
2024-03-12,P004,Hyderabad,659,262,904,150,6,2024,3,12,Tuesday,1
2024-03-12,P005,Mumbai,208,136,217,150,9,2024,3,12,Tuesday,1
2024-03-12,P006,Kolkata,395,261,689,150,6,2024,3,12,Tuesday,1
2024-03-13,P001,Mumbai,300,81,596,150,6,2024,3,13,Wednesday,1
2024-03-13,P002,Hyderabad,295,208,930,150,9,2024,3,13,Wednesday,1
2024-03-13,P003,Mumbai,276,55,569,150,2,2024,3,13,Wednesday,1
2024-03-13,P004,Hyderabad,372,145,801,150,4,2024,3,13,Wednesday,1
2024-03-13,P005,Mumbai,718,36,767,150,9,2024,3,13,Wednesday,1
2024-03-13,P006,Mumbai,714,261,324,150,8,2024,3,13,Wednesday,1
2024-03-14,P001,Hyderabad,941,285,307,150,7,2024,3,14,Thursday,1
2024-03-14,P002,Bengaluru,743,14,488,150,2,2024,3,14,Thursday,1
2024-03-14,P003,Hyderabad,708,119,411,150,4,2024,3,14,Thursday,1
2024-03-14,P004,Delhi,623,269,224,150,2,2024,3,14,Thursday,1
2024-03-14,P005,Hyderabad,921,192,822,150,3,2024,3,14,Thursday,1
2024-03-14,P006,Mumbai,595,175,899,150,4,2024,3,14,Thursday,1
2024-03-15,P001,Hyderabad,437,162,380,150,4,2024,3,15,Friday,1
2024-03-15,P002,Bengaluru,424,272,721,150,3,2024,3,15,Friday,1
2024-03-15,P003,Kolkata,424,204,342,150,4,2024,3,15,Friday,1
2024-03-15,P004,Delhi,904,271,576,150,8,2024,3,15,Friday,1
2024-03-15,P005,Bengaluru,573,291,469,150,3,2024,3,15,Friday,1
2024-03-15,P006,Mumbai,434,278,138,150,6,2024,3,15,Friday,1
2024-03-16,P001,Bengaluru,426,136,612,150,5,2024,3,16,Saturday,1
2024-03-16,P002,Delhi,393,3,228,150,5,2024,3,16,Saturday,1
2024-03-16,P003,Delhi,216,254,655,150,8,2024,3,16,Saturday,1
2024-03-16,P004,Mumbai,877,91,292,150,6,2024,3,16,Saturday,1
2024-03-16,P005,Kolkata,884,178,751,150,7,2024,3,16,Saturday,1
2024-03-16,P006,Kolkata,644,194,802,150,5,2024,3,16,Saturday,1
2024-03-17,P001,Bengaluru,405,157,274,150,10,2024,3,17,Sunday,1
2024-03-17,P002,Hyderabad,497,221,698,150,3,2024,3,17,Sunday,1
2024-03-17,P003,Hyderabad,666,167,731,150,10,2024,3,17,Sunday,1
2024-03-17,P004,Kolkata,378,223,664,150,8,2024,3,17,Sunday,1
2024-03-17,P005,Hyderabad,925,131,415,150,4,2024,3,17,Sunday,1
2024-03-17,P006,Bengaluru,642,99,198,150,5,2024,3,17,Sunday,1
2024-03-18,P001,Hyderabad,814,2,443,150,3,2024,3,18,Monday,1
2024-03-18,P002,Bengaluru,448,219,415,150,10,2024,3,18,Monday,1
2024-03-18,P003,Bengaluru,514,22,595,150,10,2024,3,18,Monday,1
2024-03-18,P004,Kolkata,458,139,926,150,7,2024,3,18,Monday,1
2024-03-18,P005,Hyderabad,636,26,188,150,3,2024,3,18,Monday,1
2024-03-18,P006,Delhi,941,155,698,150,9,2024,3,18,Monday,1
2024-03-19,P001,Kolkata,709,138,426,150,2,2024,3,19,Tuesday,1
2024-03-19,P002,Mumbai,236,33,422,150,6,2024,3,19,Tuesday,1
2024-03-19,P003,Bengaluru,831,276,114,150,4,2024,3,19,Tuesday,1
2024-03-19,P004,Delhi,405,74,167,150,2,2024,3,19,Tuesday,1
2024-03-19,P005,Mumbai,626,174,391,150,3,2024,3,19,Tuesday,1
2024-03-19,P006,Kolkata,468,290,849,150,8,2024,3,19,Tuesday,1
2024-03-20,P001,Delhi,639,231,477,150,6,2024,3,20,Wednesday,1
2024-03-20,P002,Kolkata,494,299,924,150,6,2024,3,20,Wednesday,1
2024-03-20,P003,Kolkata,887,19,462,150,6,2024,3,20,Wednesday,1
2024-03-20,P004,Mumbai,440,93,458,150,10,2024,3,20,Wednesday,1
2024-03-20,P005,Hyderabad,889,132,248,150,2,2024,3,20,Wednesday,1
2024-03-20,P006,Hyderabad,670,297,892,150,6,2024,3,20,Wednesday,1
2024-03-21,P001,Delhi,671,121,220,150,2,2024,3,21,Thursday,1
2024-03-21,P002,Bengaluru,508,118,515,150,7,2024,3,21,Thursday,1
2024-03-21,P003,Mumbai,390,176,600,150,4,2024,3,21,Thursday,1
2024-03-21,P004,Bengaluru,933,37,223,150,7,2024,3,21,Thursday,1
2024-03-21,P005,Kolkata,237,52,978,150,5,2024,3,21,Thursday,1
2024-03-21,P006,Kolkata,495,1,236,150,2,2024,3,21,Thursday,1
2024-03-22,P001,Bengaluru,611,112,206,150,2,2024,3,22,Friday,1
2024-03-22,P002,Kolkata,600,217,986,150,8,2024,3,22,Friday,1
2024-03-22,P003,Kolkata,488,16,297,150,2,2024,3,22,Friday,1
2024-03-22,P004,Hyderabad,284,162,770,150,10,2024,3,22,Friday,1
2024-03-22,P005,Hyderabad,493,141,198,150,6,2024,3,22,Friday,1
2024-03-22,P006,Mumbai,583,168,609,150,2,2024,3,22,Friday,1
2024-03-23,P001,Kolkata,687,250,709,150,5,2024,3,23,Saturday,1
2024-03-23,P002,Mumbai,263,129,477,150,6,2024,3,23,Saturday,1
2024-03-23,P003,Hyderabad,459,82,630,150,6,2024,3,23,Saturday,1
2024-03-23,P004,Bengaluru,551,142,218,150,6,2024,3,23,Saturday,1
2024-03-23,P005,Mumbai,602,35,306,150,2,2024,3,23,Saturday,1
2024-03-23,P006,Mumbai,425,84,199,150,10,2024,3,23,Saturday,1
2024-03-24,P001,Bengaluru,236,131,273,150,3,2024,3,24,Sunday,1
2024-03-24,P002,Bengaluru,938,149,500,150,7,2024,3,24,Sunday,1
2024-03-24,P003,Bengaluru,989,293,937,150,7,2024,3,24,Sunday,1
2024-03-24,P004,Hyderabad,235,101,364,150,10,2024,3,24,Sunday,1
2024-03-24,P005,Mumbai,461,243,220,150,10,2024,3,24,Sunday,1
2024-03-24,P006,Hyderabad,430,101,365,150,4,2024,3,24,Sunday,1
2024-03-25,P001,Bengaluru,635,25,765,150,4,2024,3,25,Monday,1
2024-03-25,P002,Kolkata,718,204,454,150,10,2024,3,25,Monday,1
2024-03-25,P003,Kolkata,305,69,148,150,8,2024,3,25,Monday,1
2024-03-25,P004,Bengaluru,388,117,253,150,3,2024,3,25,Monday,1
2024-03-25,P005,Delhi,334,20,125,150,2,2024,3,25,Monday,1
2024-03-25,P006,Mumbai,292,91,651,150,8,2024,3,25,Monday,1
2024-03-26,P001,Hyderabad,927,214,917,150,3,2024,3,26,Tuesday,1
2024-03-26,P002,Mumbai,491,82,654,150,2,2024,3,26,Tuesday,1
2024-03-26,P003,Delhi,937,286,380,150,6,2024,3,26,Tuesday,1
2024-03-26,P004,Kolkata,961,41,879,150,5,2024,3,26,Tuesday,1
2024-03-26,P005,Kolkata,268,112,401,150,8,2024,3,26,Tuesday,1
2024-03-26,P006,Bengaluru,642,194,879,150,5,2024,3,26,Tuesday,1
2024-03-27,P001,Kolkata,378,102,223,150,9,2024,3,27,Wednesday,1
2024-03-27,P002,Kolkata,795,11,794,150,5,2024,3,27,Wednesday,1
2024-03-27,P003,Delhi,633,61,235,150,3,2024,3,27,Wednesday,1
2024-03-27,P004,Mumbai,272,100,942,150,3,2024,3,27,Wednesday,1
2024-03-27,P005,Mumbai,789,96,787,150,7,2024,3,27,Wednesday,1
2024-03-27,P006,Mumbai,263,72,817,150,9,2024,3,27,Wednesday,1
2024-03-28,P001,Mumbai,282,175,156,150,5,2024,3,28,Thursday,1
2024-03-28,P002,Kolkata,520,209,810,150,9,2024,3,28,Thursday,1
2024-03-28,P003,Delhi,509,5,573,150,5,2024,3,28,Thursday,1
2024-03-28,P004,Bengaluru,497,131,653,150,4,2024,3,28,Thursday,1
2024-03-28,P005,Bengaluru,919,149,712,150,10,2024,3,28,Thursday,1
2024-03-28,P006,Hyderabad,270,295,562,150,7,2024,3,28,Thursday,1
2024-03-29,P001,Delhi,214,0,968,150,9,2024,3,29,Friday,1
2024-03-29,P002,Kolkata,930,160,835,150,6,2024,3,29,Friday,1
2024-03-29,P003,Mumbai,619,272,900,150,3,2024,3,29,Friday,1
2024-03-29,P004,Kolkata,644,257,163,150,3,2024,3,29,Friday,1
2024-03-29,P005,Bengaluru,832,109,162,150,6,2024,3,29,Friday,1
2024-03-29,P006,Delhi,624,274,484,150,10,2024,3,29,Friday,1
2024-03-30,P001,Hyderabad,245,194,423,150,5,2024,3,30,Saturday,1
2024-03-30,P002,Hyderabad,512,153,172,150,3,2024,3,30,Saturday,1
2024-03-30,P003,Bengaluru,425,109,511,150,4,2024,3,30,Saturday,1
2024-03-30,P004,Bengaluru,890,296,884,150,10,2024,3,30,Saturday,1
2024-03-30,P005,Delhi,315,2,420,150,6,2024,3,30,Saturday,1
2024-03-30,P006,Kolkata,522,88,433,150,7,2024,3,30,Saturday,1
2024-03-31,P001,Mumbai,805,180,154,150,5,2024,3,31,Sunday,1
2024-03-31,P002,Mumbai,997,237,793,150,6,2024,3,31,Sunday,1
2024-03-31,P003,Delhi,294,41,605,150,4,2024,3,31,Sunday,1
2024-03-31,P004,Delhi,406,40,768,150,8,2024,3,31,Sunday,1
2024-03-31,P005,Mumbai,283,267,246,150,10,2024,3,31,Sunday,1
2024-03-31,P006,Delhi,801,65,716,150,6,2024,3,31,Sunday,1
2024-04-01,P001,Delhi,206,277,796,150,5,2024,4,1,Monday,2
2024-04-01,P002,Hyderabad,778,72,639,150,10,2024,4,1,Monday,2
2024-04-01,P003,Hyderabad,819,106,277,150,8,2024,4,1,Monday,2
2024-04-01,P004,Hyderabad,821,236,285,150,7,2024,4,1,Monday,2
2024-04-01,P005,Mumbai,368,187,711,150,2,2024,4,1,Monday,2
2024-04-01,P006,Bengaluru,940,82,255,150,7,2024,4,1,Monday,2
2024-04-02,P001,Mumbai,996,151,718,150,3,2024,4,2,Tuesday,2
2024-04-02,P002,Bengaluru,318,273,676,150,8,2024,4,2,Tuesday,2
2024-04-02,P003,Kolkata,857,206,578,150,3,2024,4,2,Tuesday,2
2024-04-02,P004,Kolkata,953,74,548,150,9,2024,4,2,Tuesday,2
2024-04-02,P005,Kolkata,874,118,283,150,6,2024,4,2,Tuesday,2
2024-04-02,P006,Mumbai,487,292,740,150,10,2024,4,2,Tuesday,2
2024-04-03,P001,Delhi,562,177,964,150,2,2024,4,3,Wednesday,2
2024-04-03,P002,Mumbai,209,285,518,150,2,2024,4,3,Wednesday,2
2024-04-03,P003,Kolkata,557,11,831,150,4,2024,4,3,Wednesday,2
2024-04-03,P004,Bengaluru,865,108,535,150,10,2024,4,3,Wednesday,2
2024-04-03,P005,Hyderabad,667,199,867,150,2,2024,4,3,Wednesday,2
2024-04-03,P006,Delhi,615,111,369,150,6,2024,4,3,Wednesday,2
2024-04-04,P001,Delhi,247,266,134,150,5,2024,4,4,Thursday,2
2024-04-04,P002,Delhi,466,265,700,150,3,2024,4,4,Thursday,2
2024-04-04,P003,Hyderabad,777,162,578,150,3,2024,4,4,Thursday,2
2024-04-04,P004,Mumbai,822,55,367,150,3,2024,4,4,Thursday,2
2024-04-04,P005,Delhi,222,76,497,150,9,2024,4,4,Thursday,2
2024-04-04,P006,Bengaluru,533,261,705,150,5,2024,4,4,Thursday,2
2024-04-05,P001,Mumbai,961,24,553,150,3,2024,4,5,Friday,2
2024-04-05,P002,Bengaluru,208,244,559,150,9,2024,4,5,Friday,2
2024-04-05,P003,Hyderabad,657,250,331,150,2,2024,4,5,Friday,2
2024-04-05,P004,Mumbai,731,287,726,150,10,2024,4,5,Friday,2
2024-04-05,P005,Bengaluru,892,203,254,150,3,2024,4,5,Friday,2
2024-04-05,P006,Hyderabad,990,95,792,150,3,2024,4,5,Friday,2
2024-04-06,P001,Kolkata,872,213,302,150,6,2024,4,6,Saturday,2
2024-04-06,P002,Bengaluru,284,275,610,150,7,2024,4,6,Saturday,2
2024-04-06,P003,Kolkata,669,82,959,150,9,2024,4,6,Saturday,2
2024-04-06,P004,Bengaluru,878,260,245,150,10,2024,4,6,Saturday,2
2024-04-06,P005,Kolkata,944,84,927,150,2,2024,4,6,Saturday,2
2024-04-06,P006,Delhi,869,52,941,150,4,2024,4,6,Saturday,2
2024-04-07,P001,Delhi,205,36,379,150,6,2024,4,7,Sunday,2
2024-04-07,P002,Mumbai,913,278,782,150,10,2024,4,7,Sunday,2
2024-04-07,P003,Mumbai,206,278,828,150,2,2024,4,7,Sunday,2
2024-04-07,P004,Kolkata,936,220,198,150,9,2024,4,7,Sunday,2
2024-04-07,P005,Delhi,296,17,194,150,8,2024,4,7,Sunday,2
2024-04-07,P006,Bengaluru,337,190,695,150,4,2024,4,7,Sunday,2
2024-04-08,P001,Mumbai,729,128,852,150,10,2024,4,8,Monday,2
2024-04-08,P002,Delhi,294,127,690,150,2,2024,4,8,Monday,2
2024-04-08,P003,Delhi,815,58,807,150,3,2024,4,8,Monday,2
2024-04-08,P004,Bengaluru,408,43,741,150,8,2024,4,8,Monday,2
2024-04-08,P005,Hyderabad,734,26,886,150,10,2024,4,8,Monday,2
2024-04-08,P006,Bengaluru,674,175,139,150,5,2024,4,8,Monday,2
2024-04-09,P001,Delhi,622,42,156,150,6,2024,4,9,Tuesday,2
2024-04-09,P002,Kolkata,693,159,752,150,4,2024,4,9,Tuesday,2
2024-04-09,P003,Hyderabad,963,246,367,150,9,2024,4,9,Tuesday,2
2024-04-09,P004,Hyderabad,955,298,760,150,9,2024,4,9,Tuesday,2
2024-04-09,P005,Bengaluru,979,248,927,150,3,2024,4,9,Tuesday,2
2024-04-09,P006,Delhi,203,123,966,150,2,2024,4,9,Tuesday,2
2024-04-10,P001,Delhi,404,162,439,150,4,2024,4,10,Wednesday,2
2024-04-10,P002,Mumbai,599,280,176,150,5,2024,4,10,Wednesday,2
2024-04-10,P003,Bengaluru,412,0,205,150,8,2024,4,10,Wednesday,2
2024-04-10,P004,Delhi,475,282,926,150,3,2024,4,10,Wednesday,2
2024-04-10,P005,Mumbai,992,79,427,150,7,2024,4,10,Wednesday,2
2024-04-10,P006,Hyderabad,770,167,952,150,4,2024,4,10,Wednesday,2
2024-04-11,P001,Kolkata,450,199,541,150,9,2024,4,11,Thursday,2
2024-04-11,P002,Delhi,973,109,976,150,4,2024,4,11,Thursday,2
2024-04-11,P003,Hyderabad,848,25,824,150,8,2024,4,11,Thursday,2
2024-04-11,P004,Delhi,376,283,749,150,3,2024,4,11,Thursday,2
2024-04-11,P005,Mumbai,453,136,473,150,3,2024,4,11,Thursday,2
2024-04-11,P006,Bengaluru,883,231,432,150,5,2024,4,11,Thursday,2
2024-04-12,P001,Kolkata,814,270,248,150,4,2024,4,12,Friday,2
2024-04-12,P002,Hyderabad,586,217,124,150,8,2024,4,12,Friday,2
2024-04-12,P003,Bengaluru,617,132,970,150,2,2024,4,12,Friday,2
2024-04-12,P004,Bengaluru,956,286,305,150,7,2024,4,12,Friday,2
2024-04-12,P005,Kolkata,993,122,864,150,3,2024,4,12,Friday,2
2024-04-12,P006,Mumbai,999,259,250,150,7,2024,4,12,Friday,2
2024-04-13,P001,Bengaluru,403,18,498,150,10,2024,4,13,Saturday,2
2024-04-13,P002,Hyderabad,740,22,957,150,8,2024,4,13,Saturday,2
2024-04-13,P003,Hyderabad,696,75,815,150,9,2024,4,13,Saturday,2
2024-04-13,P004,Kolkata,946,288,903,150,3,2024,4,13,Saturday,2
2024-04-13,P005,Bengaluru,714,119,468,150,7,2024,4,13,Saturday,2
2024-04-13,P006,Kolkata,777,224,792,150,6,2024,4,13,Saturday,2
2024-04-14,P001,Hyderabad,613,72,811,150,9,2024,4,14,Sunday,2
2024-04-14,P002,Kolkata,536,265,160,150,10,2024,4,14,Sunday,2
2024-04-14,P003,Mumbai,939,253,158,150,7,2024,4,14,Sunday,2
2024-04-14,P004,Kolkata,829,120,558,150,8,2024,4,14,Sunday,2
2024-04-14,P005,Kolkata,861,231,501,150,4,2024,4,14,Sunday,2
2024-04-14,P006,Kolkata,974,117,397,150,4,2024,4,14,Sunday,2
2024-04-15,P001,Delhi,486,34,329,150,8,2024,4,15,Monday,2
2024-04-15,P002,Hyderabad,376,16,750,150,6,2024,4,15,Monday,2
2024-04-15,P003,Mumbai,610,270,728,150,8,2024,4,15,Monday,2
2024-04-15,P004,Delhi,523,175,461,150,2,2024,4,15,Monday,2
2024-04-15,P005,Hyderabad,690,110,430,150,4,2024,4,15,Monday,2
2024-04-15,P006,Mumbai,926,135,753,150,4,2024,4,15,Monday,2
2024-04-16,P001,Hyderabad,756,150,336,150,4,2024,4,16,Tuesday,2
2024-04-16,P002,Mumbai,924,117,177,150,7,2024,4,16,Tuesday,2
2024-04-16,P003,Kolkata,230,115,235,150,6,2024,4,16,Tuesday,2
2024-04-16,P004,Hyderabad,470,48,848,150,7,2024,4,16,Tuesday,2
2024-04-16,P005,Hyderabad,959,119,660,150,3,2024,4,16,Tuesday,2
2024-04-16,P006,Kolkata,321,213,799,150,7,2024,4,16,Tuesday,2
2024-04-17,P001,Mumbai,956,41,537,150,9,2024,4,17,Wednesday,2
2024-04-17,P002,Kolkata,765,214,558,150,8,2024,4,17,Wednesday,2
2024-04-17,P003,Hyderabad,753,144,351,150,4,2024,4,17,Wednesday,2
2024-04-17,P004,Mumbai,637,19,561,150,7,2024,4,17,Wednesday,2
2024-04-17,P005,Hyderabad,825,259,177,150,3,2024,4,17,Wednesday,2
2024-04-17,P006,Hyderabad,861,214,834,150,6,2024,4,17,Wednesday,2
2024-04-18,P001,Kolkata,518,69,606,150,5,2024,4,18,Thursday,2
2024-04-18,P002,Hyderabad,604,73,797,150,5,2024,4,18,Thursday,2
2024-04-18,P003,Bengaluru,250,294,302,150,6,2024,4,18,Thursday,2
2024-04-18,P004,Delhi,892,42,299,150,7,2024,4,18,Thursday,2
2024-04-18,P005,Kolkata,906,212,999,150,4,2024,4,18,Thursday,2
2024-04-18,P006,Bengaluru,349,138,311,150,8,2024,4,18,Thursday,2
2024-04-19,P001,Delhi,945,175,748,150,6,2024,4,19,Friday,2
2024-04-19,P002,Kolkata,452,68,454,150,9,2024,4,19,Friday,2
2024-04-19,P003,Bengaluru,597,239,585,150,5,2024,4,19,Friday,2
2024-04-19,P004,Delhi,746,298,420,150,10,2024,4,19,Friday,2
2024-04-19,P005,Mumbai,436,277,650,150,7,2024,4,19,Friday,2
2024-04-19,P006,Kolkata,278,219,168,150,3,2024,4,19,Friday,2
2024-04-20,P001,Mumbai,843,237,924,150,2,2024,4,20,Saturday,2
2024-04-20,P002,Mumbai,870,79,107,150,8,2024,4,20,Saturday,2
2024-04-20,P003,Hyderabad,876,200,353,150,10,2024,4,20,Saturday,2
2024-04-20,P004,Hyderabad,963,269,570,150,10,2024,4,20,Saturday,2
2024-04-20,P005,Delhi,293,156,766,150,4,2024,4,20,Saturday,2
2024-04-20,P006,Hyderabad,752,104,153,150,10,2024,4,20,Saturday,2
2024-04-21,P001,Bengaluru,543,192,424,150,2,2024,4,21,Sunday,2
2024-04-21,P002,Hyderabad,342,122,592,150,8,2024,4,21,Sunday,2
2024-04-21,P003,Kolkata,283,0,424,150,9,2024,4,21,Sunday,2
2024-04-21,P004,Mumbai,372,39,480,150,5,2024,4,21,Sunday,2
2024-04-21,P005,Kolkata,679,23,598,150,6,2024,4,21,Sunday,2
2024-04-21,P006,Bengaluru,929,270,323,150,9,2024,4,21,Sunday,2
2024-04-22,P001,Kolkata,264,169,313,150,6,2024,4,22,Monday,2
2024-04-22,P002,Bengaluru,546,92,383,150,10,2024,4,22,Monday,2
2024-04-22,P003,Mumbai,335,161,509,150,7,2024,4,22,Monday,2
2024-04-22,P004,Hyderabad,970,29,161,150,3,2024,4,22,Monday,2
2024-04-22,P005,Kolkata,721,236,472,150,10,2024,4,22,Monday,2
2024-04-22,P006,Bengaluru,374,223,563,150,8,2024,4,22,Monday,2
2024-04-23,P001,Mumbai,419,214,853,150,6,2024,4,23,Tuesday,2
2024-04-23,P002,Delhi,545,130,414,150,5,2024,4,23,Tuesday,2
2024-04-23,P003,Delhi,438,282,379,150,9,2024,4,23,Tuesday,2
2024-04-23,P004,Hyderabad,486,123,198,150,9,2024,4,23,Tuesday,2
2024-04-23,P005,Delhi,366,236,482,150,4,2024,4,23,Tuesday,2
2024-04-23,P006,Delhi,697,232,735,150,5,2024,4,23,Tuesday,2
2024-04-24,P001,Bengaluru,329,290,698,150,10,2024,4,24,Wednesday,2
2024-04-24,P002,Hyderabad,490,253,113,150,6,2024,4,24,Wednesday,2
2024-04-24,P003,Bengaluru,333,157,209,150,3,2024,4,24,Wednesday,2
2024-04-24,P004,Hyderabad,782,198,192,150,8,2024,4,24,Wednesday,2
2024-04-24,P005,Mumbai,748,113,132,150,2,2024,4,24,Wednesday,2
2024-04-24,P006,Bengaluru,233,83,724,150,4,2024,4,24,Wednesday,2
