supplier_id,supplier_name,product_id,delivery_date,expected_date,delay_days,supplier_rating,transportation_cost,delivery_date_year,delivery_date_month,delivery_date_day,delivery_date_weekday,delivery_date_quarter,expected_date_year,expected_date_month,expected_date_day,expected_date_weekday,expected_date_quarter
S002,Supplier 2,P003,2024-06-15,2024-06-15,3,3.7,4312,2024.0,6.0,15.0,Saturday,2.0,2024,6,15,Saturday,2
S002,Supplier 2,P006,2024-03-17,2024-03-17,3,4.6,4667,2024.0,3.0,17.0,Sunday,1.0,2024,3,17,Sunday,1
S004,Supplier 4,P006,2024-04-04,2024-04-03,1,3.5,2222,2024.0,4.0,4.0,Thursday,2.0,2024,4,3,Wednesday,2
S002,Supplier 2,P001,2024-08-11,2024-08-11,0,4.6,3537,2024.0,8.0,11.0,Sunday,3.0,2024,8,11,Sunday,3
S002,Supplier 2,P001,2024-06-25,2024-06-18,7,3.8,1196,2024.0,6.0,25.0,Tuesday,2.0,2024,6,18,Tuesday,2
S003,Supplier 3,P002,2024-12-27,2024-12-27,3,3.7,3017,2024.0,12.0,27.0,Friday,4.0,2024,12,27,Friday,4
S002,Supplier 2,P005,2024-05-10,2024-05-10,3,4.5,2499,2024.0,5.0,10.0,Friday,2.0,2024,5,10,Friday,2
S003,Supplier 3,P005,2024-01-31,2024-01-30,1,3.6,4161,2024.0,1.0,31.0,Wednesday,1.0,2024,1,30,Tuesday,1
S003,Supplier 3,P003,2024-02-27,2024-02-23,4,4.1,4399,2024.0,2.0,27.0,Tuesday,1.0,2024,2,23,Friday,1
S003,Supplier 3,P004,2024-07-05,2024-07-05,0,5.0,4067,2024.0,7.0,5.0,Friday,3.0,2024,7,5,Friday,3
S001,Supplier 1,P006,2024-10-05,2024-10-05,0,4.9,2311,2024.0,10.0,5.0,Saturday,4.0,2024,10,5,Saturday,4
S002,Supplier 2,P004,2024-05-28,2024-05-26,2,3.5,4438,2024.0,5.0,28.0,Tuesday,2.0,2024,5,26,Sunday,2
S004,Supplier 4,P006,2024-08-08,2024-08-06,2,4.9,3978,2024.0,8.0,8.0,Thursday,3.0,2024,8,6,Tuesday,3
S002,Supplier 2,P002,2024-05-27,2024-05-27,0,3.5,1818,2024.0,5.0,27.0,Monday,2.0,2024,5,27,Monday,2
S001,Supplier 1,P003,2024-02-11,2024-02-07,4,3.5,4684,2024.0,2.0,11.0,Sunday,1.0,2024,2,7,Wednesday,1
S004,Supplier 4,P006,2024-01-05,2024-01-04,1,4.4,3489,2024.0,1.0,5.0,Friday,1.0,2024,1,4,Thursday,1
S003,Supplier 3,P004,2024-11-26,2024-11-26,3,5.0,3968,2024.0,11.0,26.0,Tuesday,4.0,2024,11,26,Tuesday,4
S001,Supplier 1,P004,2024-04-12,2024-04-06,6,3.8,506,2024.0,4.0,12.0,Friday,2.0,2024,4,6,Saturday,2
S001,Supplier 1,P004,2024-04-21,2024-04-17,4,3.2,4710,2024.0,4.0,21.0,Sunday,2.0,2024,4,17,Wednesday,2
S002,Supplier 2,P005,2024-10-17,2024-10-16,1,4.9,3149,2024.0,10.0,17.0,Thursday,4.0,2024,10,16,Wednesday,4
S002,Supplier 2,P004,2024-10-24,2024-10-17,7,3.5,4335,2024.0,10.0,24.0,Thursday,4.0,2024,10,17,Thursday,4
S004,Supplier 4,P001,2024-06-29,2024-06-29,3,4.2,3354,2024.0,6.0,29.0,Saturday,2.0,2024,6,29,Saturday,2
S003,Supplier 3,P005,2024-04-20,2024-04-19,1,4.5,2104,2024.0,4.0,20.0,Saturday,2.0,2024,4,19,Friday,2
S003,Supplier 3,P003,2024-09-26,2024-09-24,2,3.5,1803,2024.0,9.0,26.0,Thursday,3.0,2024,9,24,Tuesday,3
S001,Supplier 1,P002,2024-11-21,2024-11-21,3,4.2,1037,2024.0,11.0,21.0,Thursday,4.0,2024,11,21,Thursday,4
S003,Supplier 3,P005,2024-03-10,2024-03-04,6,4.3,2956,2024.0,3.0,10.0,Sunday,1.0,2024,3,4,Monday,1
S001,Supplier 1,P005,2024-07-17,2024-07-16,1,4.9,1610,2024.0,7.0,17.0,Wednesday,3.0,2024,7,16,Tuesday,3
S004,Supplier 4,P006,2024-12-16,2024-12-16,3,3.4,4836,2024.0,12.0,16.0,Monday,4.0,2024,12,16,Monday,4
S001,Supplier 1,P006,2024-01-16,2024-01-14,2,3.8,896,2024.0,1.0,16.0,Tuesday,1.0,2024,1,14,Sunday,1
S001,Supplier 1,P006,2024-11-13,2024-11-09,4,4.0,2707,2024.0,11.0,13.0,Wednesday,4.0,2024,11,9,Saturday,4
S003,Supplier 3,P002,2024-12-27,2024-12-23,4,4.9,4743,2024.0,12.0,27.0,Friday,4.0,2024,12,23,Monday,4
S001,Supplier 1,P005,2024-01-09,2024-01-06,3,5.0,2967,2024.0,1.0,9.0,Tuesday,1.0,2024,1,6,Saturday,1
S003,Supplier 3,P001,2024-12-31,2024-12-24,7,3.1,2440,2024.0,12.0,31.0,Tuesday,4.0,2024,12,24,Tuesday,4
S001,Supplier 1,P003,2024-01-17,2024-01-17,3,4.6,4090,2024.0,1.0,17.0,Wednesday,1.0,2024,1,17,Wednesday,1
S002,Supplier 2,P006,2024-01-10,2024-01-10,3,3.8,852,2024.0,1.0,10.0,Wednesday,1.0,2024,1,10,Wednesday,1
S003,Supplier 3,P001,2024-09-09,2024-09-04,5,4.1,1375,2024.0,9.0,9.0,Monday,3.0,2024,9,4,Wednesday,3
S002,Supplier 2,P006,2024-08-27,2024-08-26,1,3.7,2866,2024.0,8.0,27.0,Tuesday,3.0,2024,8,26,Monday,3
S001,Supplier 1,P001,2024-02-10,2024-02-08,2,4.8,2035,2024.0,2.0,10.0,Saturday,1.0,2024,2,8,Thursday,1
S003,Supplier 3,P006,2024-01-04,2024-01-03,1,3.6,2323,2024.0,1.0,4.0,Thursday,1.0,2024,1,3,Wednesday,1
S004,Supplier 4,P006,2024-08-23,2024-08-17,6,4.9,3760,2024.0,8.0,23.0,Friday,3.0,2024,8,17,Saturday,3
S002,Supplier 2,P005,2024-03-04,2024-03-02,2,4.1,2150,2024.0,3.0,4.0,Monday,1.0,2024,3,2,Saturday,1
S004,Supplier 4,P003,2024-02-03,2024-02-03,0,3.6,4037,2024.0,2.0,3.0,Saturday,1.0,2024,2,3,Saturday,1
S001,Supplier 1,P006,2024-06-29,2024-06-29,0,3.8,1450,2024.0,6.0,29.0,Saturday,2.0,2024,6,29,Saturday,2
S001,Supplier 1,P002,2024-01-28,2024-01-26,2,4.6,2557,2024.0,1.0,28.0,Sunday,1.0,2024,1,26,Friday,1
S003,Supplier 3,P001,2024-08-06,2024-08-06,0,4.1,2663,2024.0,8.0,6.0,Tuesday,3.0,2024,8,6,Tuesday,3
S001,Supplier 1,P003,2024-01-30,2024-01-29,1,3.3,1125,2024.0,1.0,30.0,Tuesday,1.0,2024,1,29,Monday,1
S003,Supplier 3,P003,2024-12-24,2024-12-24,0,4.4,4367,2024.0,12.0,24.0,Tuesday,4.0,2024,12,24,Tuesday,4
S002,Supplier 2,P002,2024-04-18,2024-04-13,5,3.4,1619,2024.0,4.0,18.0,Thursday,2.0,2024,4,13,Saturday,2
S002,Supplier 2,P006,2024-05-22,2024-05-22,0,4.6,531,2024.0,5.0,22.0,Wednesday,2.0,2024,5,22,Wednesday,2
S002,Supplier 2,P001,2024-03-08,2024-03-04,4,5.0,4888,2024.0,3.0,8.0,Friday,1.0,2024,3,4,Monday,1
S003,Supplier 3,P004,2024-08-11,2024-08-05,6,4.3,4263,2024.0,8.0,11.0,Sunday,3.0,2024,8,5,Monday,3
S001,Supplier 1,P006,2024-06-16,2024-06-16,0,4.9,3770,2024.0,6.0,16.0,Sunday,2.0,2024,6,16,Sunday,2
S003,Supplier 3,P002,2024-04-08,2024-04-04,4,3.8,4821,2024.0,4.0,8.0,Monday,2.0,2024,4,4,Thursday,2
S002,Supplier 2,P001,2024-01-26,2024-01-26,0,4.4,4011,2024.0,1.0,26.0,Friday,1.0,2024,1,26,Friday,1
S003,Supplier 3,P002,2024-09-03,2024-09-02,1,3.8,1384,2024.0,9.0,3.0,Tuesday,3.0,2024,9,2,Monday,3
S001,Supplier 1,P006,2024-08-17,2024-08-17,3,3.4,1303,2024.0,8.0,17.0,Saturday,3.0,2024,8,17,Saturday,3
S004,Supplier 4,P005,2024-06-09,2024-06-08,1,3.9,3275,2024.0,6.0,9.0,Sunday,2.0,2024,6,8,Saturday,2
S003,Supplier 3,P003,2024-02-18,2024-02-16,2,3.8,1042,2024.0,2.0,18.0,Sunday,1.0,2024,2,16,Friday,1
S002,Supplier 2,P001,2024-04-17,2024-04-15,2,4.6,3285,2024.0,4.0,17.0,Wednesday,2.0,2024,4,15,Monday,2
S004,Supplier 4,P001,2024-12-29,2024-12-28,1,4.1,2536,2024.0,12.0,29.0,Sunday,4.0,2024,12,28,Saturday,4
S003,Supplier 3,P005,2024-06-11,2024-06-11,3,4.0,1115,2024.0,6.0,11.0,Tuesday,2.0,2024,6,11,Tuesday,2
S001,Supplier 1,P001,2024-12-08,2024-12-08,0,3.1,1221,2024.0,12.0,8.0,Sunday,4.0,2024,12,8,Sunday,4
S001,Supplier 1,P001,2024-12-07,2024-12-06,1,4.8,2329,2024.0,12.0,7.0,Saturday,4.0,2024,12,6,Friday,4
S004,Supplier 4,P001,2024-05-15,2024-05-08,7,4.0,4503,2024.0,5.0,15.0,Wednesday,2.0,2024,5,8,Wednesday,2
S004,Supplier 4,P004,2024-11-24,2024-11-21,3,5.0,1182,2024.0,11.0,24.0,Sunday,4.0,2024,11,21,Thursday,4
S002,Supplier 2,P006,2024-03-06,2024-03-06,0,3.4,1604,2024.0,3.0,6.0,Wednesday,1.0,2024,3,6,Wednesday,1
S002,Supplier 2,P005,2024-11-21,2024-11-19,2,4.5,846,2024.0,11.0,21.0,Thursday,4.0,2024,11,19,Tuesday,4
S002,Supplier 2,P005,2024-02-17,2024-02-15,2,4.8,3954,2024.0,2.0,17.0,Saturday,1.0,2024,2,15,Thursday,1
S001,Supplier 1,P005,2024-09-01,2024-08-27,5,4.3,3180,2024.0,9.0,1.0,Sunday,3.0,2024,8,27,Tuesday,3
S003,Supplier 3,P006,2024-11-01,2024-11-01,3,3.0,2976,2024.0,11.0,1.0,Friday,4.0,2024,11,1,Friday,4
S001,Supplier 1,P004,2024-12-31,2024-12-26,5,4.2,2937,2024.0,12.0,31.0,Tuesday,4.0,2024,12,26,Thursday,4
S004,Supplier 4,P006,2024-02-02,2024-01-29,4,3.1,1691,2024.0,2.0,2.0,Friday,1.0,2024,1,29,Monday,1
S004,Supplier 4,P001,2024-06-25,2024-06-18,7,3.7,2825,2024.0,6.0,25.0,Tuesday,2.0,2024,6,18,Tuesday,2
S003,Supplier 3,P004,2024-12-19,2024-12-12,7,5.0,1682,2024.0,12.0,19.0,Thursday,4.0,2024,12,12,Thursday,4
S002,Supplier 2,P003,2024-11-22,2024-11-22,3,3.5,3219,2024.0,11.0,22.0,Friday,4.0,2024,11,22,Friday,4
S002,Supplier 2,P004,2024-10-07,2024-10-07,0,3.9,3929,2024.0,10.0,7.0,Monday,4.0,2024,10,7,Monday,4
S004,Supplier 4,P002,2024-05-31,2024-05-24,7,3.7,3686,2024.0,5.0,31.0,Friday,2.0,2024,5,24,Friday,2
S003,Supplier 3,P005,2024-03-05,2024-02-29,5,4.0,3313,2024.0,3.0,5.0,Tuesday,1.0,2024,2,29,Thursday,1
S001,Supplier 1,P001,2024-08-06,2024-08-05,1,4.7,1933,2024.0,8.0,6.0,Tuesday,3.0,2024,8,5,Monday,3
S002,Supplier 2,P004,2024-10-04,2024-09-28,6,4.6,2964,2024.0,10.0,4.0,Friday,4.0,2024,9,28,Saturday,3
S004,Supplier 4,P003,2024-04-05,2024-04-03,2,4.6,2812,2024.0,4.0,5.0,Friday,2.0,2024,4,3,Wednesday,2
S003,Supplier 3,P003,2024-12-15,2024-12-08,7,3.7,1732,2024.0,12.0,15.0,Sunday,4.0,2024,12,8,Sunday,4
S001,Supplier 1,P004,2024-05-26,2024-05-26,0,4.2,2340,2024.0,5.0,26.0,Sunday,2.0,2024,5,26,Sunday,2
S004,Supplier 4,P002,2024-10-30,2024-10-23,7,3.6,3639,2024.0,10.0,30.0,Wednesday,4.0,2024,10,23,Wednesday,4
S004,Supplier 4,P002,2024-02-25,2024-02-23,2,4.5,3616,2024.0,2.0,25.0,Sunday,1.0,2024,2,23,Friday,1
S001,Supplier 1,P001,2024-10-08,2024-10-04,4,4.2,1528,2024.0,10.0,8.0,Tuesday,4.0,2024,10,4,Friday,4
S004,Supplier 4,P001,2024-07-15,2024-07-13,2,3.8,4908,2024.0,7.0,15.0,Monday,3.0,2024,7,13,Saturday,3
S004,Supplier 4,P001,2024-12-26,2024-12-22,4,3.5,1179,2024.0,12.0,26.0,Thursday,4.0,2024,12,22,Sunday,4
S001,Supplier 1,P001,2024-05-15,2024-05-15,0,3.5,3477,2024.0,5.0,15.0,Wednesday,2.0,2024,5,15,Wednesday,2
S003,Supplier 3,P004,2024-06-26,2024-06-22,4,4.4,1544,2024.0,6.0,26.0,Wednesday,2.0,2024,6,22,Saturday,2
S002,Supplier 2,P004,2024-04-24,2024-04-24,0,3.7,914,2024.0,4.0,24.0,Wednesday,2.0,2024,4,24,Wednesday,2
S004,Supplier 4,P005,2024-12-09,2024-12-08,1,4.8,1692,2024.0,12.0,9.0,Monday,4.0,2024,12,8,Sunday,4
S004,Supplier 4,P003,2024-11-29,2024-11-29,0,3.1,1929,2024.0,11.0,29.0,Friday,4.0,2024,11,29,Friday,4
S003,Supplier 3,P003,2024-07-22,2024-07-22,3,4.8,3289,2024.0,7.0,22.0,Monday,3.0,2024,7,22,Monday,3
S004,Supplier 4,P003,2024-06-25,2024-06-23,2,4.3,1775,2024.0,6.0,25.0,Tuesday,2.0,2024,6,23,Sunday,2
S004,Supplier 4,P004,2024-01-17,2024-01-13,4,4.0,2755,2024.0,1.0,17.0,Wednesday,1.0,2024,1,13,Saturday,1
S002,Supplier 2,P004,2024-10-20,2024-10-15,5,4.9,2464,2024.0,10.0,20.0,Sunday,4.0,2024,10,15,Tuesday,4
S003,Supplier 3,P002,2024-05-01,2024-04-24,7,3.8,4337,2024.0,5.0,1.0,Wednesday,2.0,2024,4,24,Wednesday,2
S002,Supplier 2,P001,2024-10-14,2024-10-10,4,3.3,2197,2024.0,10.0,14.0,Monday,4.0,2024,10,10,Thursday,4
S001,Supplier 1,P001,2024-03-05,2024-03-02,3,4.6,2462,2024.0,3.0,5.0,Tuesday,1.0,2024,3,2,Saturday,1
S002,Supplier 2,P005,2024-06-21,2024-06-18,3,4.5,2934,2024.0,6.0,21.0,Friday,2.0,2024,6,18,Tuesday,2
S002,Supplier 2,P005,2024-11-22,2024-11-19,3,3.7,1479,2024.0,11.0,22.0,Friday,4.0,2024,11,19,Tuesday,4
S001,Supplier 1,P002,2024-07-01,2024-07-01,0,4.5,4703,2024.0,7.0,1.0,Monday,3.0,2024,7,1,Monday,3
S003,Supplier 3,P006,2024-11-18,2024-11-11,7,4.9,4335,2024.0,11.0,18.0,Monday,4.0,2024,11,11,Monday,4
S003,Supplier 3,P004,2024-07-14,2024-07-07,7,3.1,4672,2024.0,7.0,14.0,Sunday,3.0,2024,7,7,Sunday,3
S002,Supplier 2,P002,2024-07-23,2024-07-19,4,3.5,2132,2024.0,7.0,23.0,Tuesday,3.0,2024,7,19,Friday,3
S003,Supplier 3,P001,2024-03-21,2024-03-21,0,3.7,802,2024.0,3.0,21.0,Thursday,1.0,2024,3,21,Thursday,1
S001,Supplier 1,P005,2024-03-09,2024-03-07,2,4.8,4887,2024.0,3.0,9.0,Saturday,1.0,2024,3,7,Thursday,1
S001,Supplier 1,P005,2024-01-12,2024-01-05,7,5.0,3124,2024.0,1.0,12.0,Friday,1.0,2024,1,5,Friday,1
S001,Supplier 1,P004,2024-05-19,2024-05-16,3,3.5,2271,2024.0,5.0,19.0,Sunday,2.0,2024,5,16,Thursday,2
S004,Supplier 4,P001,2024-11-05,2024-10-31,5,3.3,4648,2024.0,11.0,5.0,Tuesday,4.0,2024,10,31,Thursday,4
S003,Supplier 3,P001,2024-04-03,2024-04-01,2,3.4,1277,2024.0,4.0,3.0,Wednesday,2.0,2024,4,1,Monday,2
S004,Supplier 4,P001,2024-05-27,2024-05-27,0,3.6,831,2024.0,5.0,27.0,Monday,2.0,2024,5,27,Monday,2
S002,Supplier 2,P003,2024-02-29,2024-02-25,4,3.4,4167,2024.0,2.0,29.0,Thursday,1.0,2024,2,25,Sunday,1
S003,Supplier 3,P003,2024-03-21,2024-03-16,5,4.7,2592,2024.0,3.0,21.0,Thursday,1.0,2024,3,16,Saturday,1
S004,Supplier 4,P006,2024-03-15,2024-03-15,3,3.3,3926,2024.0,3.0,15.0,Friday,1.0,2024,3,15,Friday,1
S002,Supplier 2,P003,2024-10-20,2024-10-19,1,3.1,4096,2024.0,10.0,20.0,Sunday,4.0,2024,10,19,Saturday,4
S004,Supplier 4,P004,2024-04-12,2024-04-05,7,4.7,2554,2024.0,4.0,12.0,Friday,2.0,2024,4,5,Friday,2
S002,Supplier 2,P006,2024-12-19,2024-12-18,1,4.4,4801,2024.0,12.0,19.0,Thursday,4.0,2024,12,18,Wednesday,4
S004,Supplier 4,P002,2024-03-13,2024-03-13,0,3.5,3554,2024.0,3.0,13.0,Wednesday,1.0,2024,3,13,Wednesday,1
S003,Supplier 3,P006,2024-01-26,2024-01-20,6,3.3,4774,2024.0,1.0,26.0,Friday,1.0,2024,1,20,Saturday,1
S001,Supplier 1,P003,2024-09-20,2024-09-14,6,4.7,4678,2024.0,9.0,20.0,Friday,3.0,2024,9,14,Saturday,3
S002,Supplier 2,P001,2024-03-29,2024-03-29,0,3.4,3331,2024.0,3.0,29.0,Friday,1.0,2024,3,29,Friday,1
S002,Supplier 2,P003,2024-10-05,2024-10-03,2,4.5,2764,2024.0,10.0,5.0,Saturday,4.0,2024,10,3,Thursday,4
S003,Supplier 3,P001,2024-04-28,2024-04-21,7,3.4,842,2024.0,4.0,28.0,Sunday,2.0,2024,4,21,Sunday,2
S004,Supplier 4,P004,2024-04-25,2024-04-25,3,4.9,1090,2024.0,4.0,25.0,Thursday,2.0,2024,4,25,Thursday,2
S002,Supplier 2,P002,2024-12-12,2024-12-11,1,4.1,3036,2024.0,12.0,12.0,Thursday,4.0,2024,12,11,Wednesday,4
S003,Supplier 3,P006,2024-04-27,2024-04-23,4,3.8,4187,2024.0,4.0,27.0,Saturday,2.0,2024,4,23,Tuesday,2
S003,Supplier 3,P004,2025-01-05,2024-12-30,6,3.6,4051,2025.0,1.0,5.0,Sunday,1.0,2024,12,30,Monday,4
S002,Supplier 2,P006,2024-08-01,2024-08-01,3,3.8,2588,2024.0,8.0,1.0,Thursday,3.0,2024,8,1,Thursday,3
S004,Supplier 4,P001,2024-08-30,2024-08-25,5,3.7,2049,2024.0,8.0,30.0,Friday,3.0,2024,8,25,Sunday,3
S001,Supplier 1,P003,2024-04-01,2024-03-30,2,3.9,1046,2024.0,4.0,1.0,Monday,2.0,2024,3,30,Saturday,1
S004,Supplier 4,P003,2024-12-19,2024-12-19,3,4.4,628,2024.0,12.0,19.0,Thursday,4.0,2024,12,19,Thursday,4
S002,Supplier 2,P004,2024-08-14,2024-08-12,2,4.3,1107,2024.0,8.0,14.0,Wednesday,3.0,2024,8,12,Monday,3
S003,Supplier 3,P002,2024-09-21,2024-09-20,1,3.9,2405,2024.0,9.0,21.0,Saturday,3.0,2024,9,20,Friday,3
S004,Supplier 4,P006,2024-04-16,2024-04-14,2,4.4,4475,2024.0,4.0,16.0,Tuesday,2.0,2024,4,14,Sunday,2
S003,Supplier 3,P006,2024-06-01,2024-05-28,4,4.4,1703,2024.0,6.0,1.0,Saturday,2.0,2024,5,28,Tuesday,2
S001,Supplier 1,P005,2024-10-18,2024-10-16,2,4.2,1765,2024.0,10.0,18.0,Friday,4.0,2024,10,16,Wednesday,4
S004,Supplier 4,P005,2024-11-12,2024-11-06,6,5.0,2680,2024.0,11.0,12.0,Tuesday,4.0,2024,11,6,Wednesday,4
S003,Supplier 3,P003,2024-07-09,2024-07-06,3,3.2,719,2024.0,7.0,9.0,Tuesday,3.0,2024,7,6,Saturday,3
S001,Supplier 1,P004,2024-12-24,2024-12-24,0,4.7,691,2024.0,12.0,24.0,Tuesday,4.0,2024,12,24,Tuesday,4
S004,Supplier 4,P001,2024-06-11,2024-06-10,1,4.8,4354,2024.0,6.0,11.0,Tuesday,2.0,2024,6,10,Monday,2
S003,Supplier 3,P001,2024-04-10,2024-04-03,7,4.5,614,2024.0,4.0,10.0,Wednesday,2.0,2024,4,3,Wednesday,2
S001,Supplier 1,P003,2024-09-16,2024-09-09,7,3.7,1274,2024.0,9.0,16.0,Monday,3.0,2024,9,9,Monday,3
S002,Supplier 2,P003,2024-10-17,2024-10-12,5,4.2,1586,2024.0,10.0,17.0,Thursday,4.0,2024,10,12,Saturday,4
S003,Supplier 3,P002,2024-05-16,2024-05-12,4,3.3,4222,2024.0,5.0,16.0,Thursday,2.0,2024,5,12,Sunday,2
S003,Supplier 3,P004,2024-03-17,2024-03-13,4,3.6,860,2024.0,3.0,17.0,Sunday,1.0,2024,3,13,Wednesday,1
S002,Supplier 2,P004,2024-06-02,2024-05-31,2,3.6,4388,2024.0,6.0,2.0,Sunday,2.0,2024,5,31,Friday,2
S002,Supplier 2,P006,2024-05-25,2024-05-24,1,4.4,4423,2024.0,5.0,25.0,Saturday,2.0,2024,5,24,Friday,2
S003,Supplier 3,P003,2024-02-22,2024-02-21,1,3.5,4876,2024.0,2.0,22.0,Thursday,1.0,2024,2,21,Wednesday,1
S001,Supplier 1,P005,2024-02-13,2024-02-09,4,4.4,4462,2024.0,2.0,13.0,Tuesday,1.0,2024,2,9,Friday,1
S003,Supplier 3,P004,2024-09-17,2024-09-17,3,3.9,1227,2024.0,9.0,17.0,Tuesday,3.0,2024,9,17,Tuesday,3
S001,Supplier 1,P002,2024-02-07,2024-02-04,3,4.0,823,2024.0,2.0,7.0,Wednesday,1.0,2024,2,4,Sunday,1
S004,Supplier 4,P005,2024-01-08,2024-01-06,2,4.7,3133,2024.0,1.0,8.0,Monday,1.0,2024,1,6,Saturday,1
S003,Supplier 3,P006,2024-06-20,2024-06-18,2,3.4,2037,2024.0,6.0,20.0,Thursday,2.0,2024,6,18,Tuesday,2
S004,Supplier 4,P003,2024-01-23,2024-01-22,1,3.6,1488,2024.0,1.0,23.0,Tuesday,1.0,2024,1,22,Monday,1
S003,Supplier 3,P003,2024-12-12,2024-12-12,3,3.2,4245,2024.0,12.0,12.0,Thursday,4.0,2024,12,12,Thursday,4
S001,Supplier 1,P006,2024-02-11,2024-02-07,4,3.6,2254,2024.0,2.0,11.0,Sunday,1.0,2024,2,7,Wednesday,1
S003,Supplier 3,P006,2024-02-29,2024-02-22,7,4.6,2067,2024.0,2.0,29.0,Thursday,1.0,2024,2,22,Thursday,1
S004,Supplier 4,P006,2024-10-17,2024-10-13,4,3.5,2092,2024.0,10.0,17.0,Thursday,4.0,2024,10,13,Sunday,4
S003,Supplier 3,P006,2024-07-20,2024-07-19,1,3.4,756,2024.0,7.0,20.0,Saturday,3.0,2024,7,19,Friday,3
S003,Supplier 3,P006,2024-06-01,2024-05-26,6,4.6,502,2024.0,6.0,1.0,Saturday,2.0,2024,5,26,Sunday,2
S003,Supplier 3,P003,2024-06-06,2024-06-01,5,5.0,1686,2024.0,6.0,6.0,Thursday,2.0,2024,6,1,Saturday,2
S002,Supplier 2,P002,2024-05-12,2024-05-08,4,4.8,2875,2024.0,5.0,12.0,Sunday,2.0,2024,5,8,Wednesday,2
S004,Supplier 4,P001,2024-11-01,2024-10-29,3,3.2,2217,2024.0,11.0,1.0,Friday,4.0,2024,10,29,Tuesday,4
S004,Supplier 4,P006,2024-09-19,2024-09-17,2,3.1,1464,2024.0,9.0,19.0,Thursday,3.0,2024,9,17,Tuesday,3
S002,Supplier 2,P006,2024-07-21,2024-07-17,4,3.3,4865,2024.0,7.0,21.0,Sunday,3.0,2024,7,17,Wednesday,3
S002,Supplier 2,P002,2024-01-25,2024-01-24,1,3.3,1190,2024.0,1.0,25.0,Thursday,1.0,2024,1,24,Wednesday,1
S004,Supplier 4,P005,2024-09-03,2024-09-02,1,4.9,3760,2024.0,9.0,3.0,Tuesday,3.0,2024,9,2,Monday,3
S001,Supplier 1,P004,2024-01-04,2024-01-04,0,3.2,3645,2024.0,1.0,4.0,Thursday,1.0,2024,1,4,Thursday,1
S003,Supplier 3,P001,2024-09-14,2024-09-11,3,3.3,1908,2024.0,9.0,14.0,Saturday,3.0,2024,9,11,Wednesday,3
S003,Supplier 3,P006,2024-07-01,2024-06-24,7,3.7,2180,2024.0,7.0,1.0,Monday,3.0,2024,6,24,Monday,2
S002,Supplier 2,P001,2024-12-12,2024-12-11,1,4.4,3949,2024.0,12.0,12.0,Thursday,4.0,2024,12,11,Wednesday,4
S003,Supplier 3,P005,2024-03-09,2024-03-07,2,3.2,3645,2024.0,3.0,9.0,Saturday,1.0,2024,3,7,Thursday,1
S002,Supplier 2,P002,2024-07-05,2024-07-03,2,4.0,2259,2024.0,7.0,5.0,Friday,3.0,2024,7,3,Wednesday,3
S004,Supplier 4,P003,2024-05-04,2024-05-02,2,4.1,1420,2024.0,5.0,4.0,Saturday,2.0,2024,5,2,Thursday,2
S004,Supplier 4,P002,2024-02-09,2024-02-03,6,3.9,2757,2024.0,2.0,9.0,Friday,1.0,2024,2,3,Saturday,1
S002,Supplier 2,P002,2024-02-06,2024-02-05,1,3.5,1388,2024.0,2.0,6.0,Tuesday,1.0,2024,2,5,Monday,1
S001,Supplier 1,P006,2024-12-15,2024-12-15,0,3.9,2367,2024.0,12.0,15.0,Sunday,4.0,2024,12,15,Sunday,4
S004,Supplier 4,P003,2024-11-12,2024-11-05,7,4.0,3716,2024.0,11.0,12.0,Tuesday,4.0,2024,11,5,Tuesday,4
S003,Supplier 3,P001,2024-06-20,2024-06-13,7,4.4,3471,2024.0,6.0,20.0,Thursday,2.0,2024,6,13,Thursday,2
S002,Supplier 2,P002,2024-03-30,2024-03-29,1,3.7,2239,2024.0,3.0,30.0,Saturday,1.0,2024,3,29,Friday,1
S004,Supplier 4,P003,2024-03-11,2024-03-05,6,3.3,1695,2024.0,3.0,11.0,Monday,1.0,2024,3,5,Tuesday,1
S002,Supplier 2,P005,2024-04-15,2024-04-14,1,4.1,1319,2024.0,4.0,15.0,Monday,2.0,2024,4,14,Sunday,2
S002,Supplier 2,P003,2024-07-08,2024-07-06,2,4.8,1684,2024.0,7.0,8.0,Monday,3.0,2024,7,6,Saturday,3
S004,Supplier 4,P002,2024-11-15,2024-11-09,6,4.2,4632,2024.0,11.0,15.0,Friday,4.0,2024,11,9,Saturday,4
S003,Supplier 3,P002,2024-12-20,2024-12-18,2,3.8,4390,2024.0,12.0,20.0,Friday,4.0,2024,12,18,Wednesday,4
S001,Supplier 1,P005,2024-01-03,2024-01-01,2,3.3,3974,2024.0,1.0,3.0,Wednesday,1.0,2024,1,1,Monday,1
S003,Supplier 3,P003,2024-03-25,2024-03-25,3,3.6,4946,2024.0,3.0,25.0,Monday,1.0,2024,3,25,Monday,1
S002,Supplier 2,P004,2024-02-25,2024-02-25,0,4.0,2599,2024.0,2.0,25.0,Sunday,1.0,2024,2,25,Sunday,1
S002,Supplier 2,P006,2024-06-11,2024-06-11,0,3.8,1072,2024.0,6.0,11.0,Tuesday,2.0,2024,6,11,Tuesday,2
S002,Supplier 2,P001,2024-01-04,2024-01-04,0,4.4,3424,2024.0,1.0,4.0,Thursday,1.0,2024,1,4,Thursday,1
