supplier_id,supplier_name,product_id,delivery_date,expected_date,delay_days,supplier_rating,transportation_cost
S002,Supplier 2,P005,2024-07-16,2024-07-15,1,4.1,3823
S004,Supplier 4,P005,2024-11-06,2024-10-30,7,4.3,2342
S003,Supplier 3,P001,2024-02-21,2024-02-16,5,3.2,2638
S004,Supplier 4,P002,2024-11-23,2024-11-19,4,3.1,3875
S002,Supplier 2,P003,2024-10-07,2024-10-04,3,4.5,3721
S002,Supplier 2,P006,2024-04-14,2024-04-14,0,4.2,673
S003,Supplier 3,P005,2024-06-19,2024-06-18,1,4,3299
S002,Supplier 2,P001,2024-02-13,2024-02-09,4,4.6,1073
S002,Supplier 2,P005,2024-04-23,2024-04-16,7,4.4,1567
S001,Supplier 1,P005,2024-08-09,2024-08-08,1,3.9,3989
S004,Supplier 4,P004,2024-06-26,2024-06-26,0,3.2,1659
S003,Supplier 3,P004,2024-09-12,2024-09-12,-1,4.5,4508
S004,Supplier 4,P006,2024-06-05,2024-06-05,-1,4.2,3370
S002,Supplier 2,P005,2024-05-30,2024-05-30,0,3.3,2213
S003,Supplier 3,P001,2024-02-07,2024-02-03,4,4.6,3369
S001,Supplier 1,P005,2024-04-28,2024-04-22,6,3.3,4344
S003,Supplier 3,P001,2024-10-23,2024-10-22,1,4.9,4773
S001,Supplier 1,P004,2024-02-07,2024-01-31,7,3.6,587
S003,Supplier 3,P006,2024-05-06,2024-04-29,7,3.3,3512
S001,Supplier 1,P003,2024-04-23,2024-04-23,0,3.1,1947
S004,Supplier 4,P004,2024-02-19,2024-02-15,4,3.1,2858
S002,Supplier 2,P006,2024-06-30,2024-06-23,7,4.9,1439
S003,Supplier 3,P005,2024-10-01,2024-09-24,7,4.4,4547
S004,Supplier 4,P002,2024-04-23,2024-04-23,0,3.5,4098
S003,Supplier 3,P005,2024-09-06,2024-09-02,4,4.5,2922
S003,Supplier 3,P001,2024-04-20,2024-04-14,6,4.6,2487
S001,Supplier 1,P006,2024-08-24,2024-08-19,5,3.1,3923
S001,Supplier 1,P005,2024-02-07,2024-02-02,5,4.2,1781
S004,Supplier 4,P004,2024-04-21,2024-04-15,6,4.2,3212
S002,Supplier 2,P005,2024-11-01,2024-11-01,-1,4.7,3921
S004,Supplier 4,P006,2024-08-21,2024-08-19,2,4.9,3433
S002,Supplier 2,P001,2024-10-07,2024-10-07,0,4,636
S003,Supplier 3,P003,2024-10-31,2024-10-30,1,4.7,3874
S003,Supplier 3,P003,2024-07-21,2024-07-14,7,4.3,1020
S004,Supplier 4,P004,2024-03-30,2024-03-28,2,3.8,4935
S004,Supplier 4,P002,2024-08-20,2024-08-15,5,4.1,3627
S002,Supplier 2,P002,2024-04-24,2024-04-23,1,4.7,2483
S001,Supplier 1,P003,2024-10-06,2024-10-01,5,4.3,501
S002,Supplier 2,P004,2024-01-06,2024-01-04,2,4.8,3541
S003,Supplier 3,P002,2024-08-28,2024-08-25,3,4.2,2326
S003,Supplier 3,P003,2024-05-07,2024-05-07,-1,3.7,3475
S003,Supplier 3,P002,2024-01-07,2024-01-01,6,3.3,3196
S004,Supplier 4,P006,2024-07-17,2024-07-12,5,4.5,4090
S003,Supplier 3,P006,2024-09-21,2024-09-17,4,3.2,978
S003,Supplier 3,P002,2024-03-02,2024-02-24,7,3.6,4404
S004,Supplier 4,P003,2024-05-07,2024-05-04,3,5,534
S003,Supplier 3,P006,2024-12-12,2024-12-12,-1,3.5,2786
S002,Supplier 2,P003,2024-10-09,2024-10-04,5,3.3,1913
S004,Supplier 4,P006,2024-09-11,2024-09-05,6,4,4053
S004,Supplier 4,P005,2024-11-28,2024-11-28,-1,3.7,945
S002,Supplier 2,P006,2024-02-05,2024-02-02,3,3.1,793
S004,Supplier 4,P004,2024-08-14,2024-08-11,3,3.4,4326
S004,Supplier 4,P004,2024-02-17,2024-02-15,2,4.2,3136
S003,Supplier 3,P005,2024-07-22,2024-07-21,1,3.8,3459
S004,Supplier 4,P001,2024-05-12,2024-05-09,3,4.7,1371
S004,Supplier 4,P005,2024-01-26,2024-01-26,0,4.7,2165
S004,Supplier 4,P006,2024-02-18,2024-02-18,-1,3.3,2874
S004,Supplier 4,P003,2024-05-27,2024-05-25,2,4.7,4181
S003,Supplier 3,P003,2024-10-06,2024-10-05,1,4.1,2664
S003,Supplier 3,P005,2024-02-22,2024-02-17,5,3.3,1645
S001,Supplier 1,P003,2024-07-28,2024-07-25,3,3.2,4743
S001,Supplier 1,P001,2024-12-11,2024-12-09,2,3.3,1733
S002,Supplier 2,P002,2024-01-07,2024-01-07,0,3.3,3266
S001,Supplier 1,P001,2024-04-15,2024-04-09,6,4.9,4113
S003,Supplier 3,P006,2024-06-15,2024-06-12,3,3.7,4538
S002,Supplier 2,P001,2024-06-20,2024-06-14,6,3.2,2926
S003,Supplier 3,P002,2024-07-07,2024-06-30,7,3.5,2625
S004,Supplier 4,P001,2024-08-12,2024-08-07,5,3.2,4002
S003,Supplier 3,P006,2024-09-21,2024-09-15,6,4.5,1761
S003,Supplier 3,P004,2024-06-05,2024-05-31,5,4.7,2835
S002,Supplier 2,P001,2024-07-29,2024-07-29,-1,3.2,2101
S002,Supplier 2,P006,2024-06-12,2024-06-07,5,3.6,3691
S001,Supplier 1,P002,2024-02-14,2024-02-13,1,3.9,3869
S004,Supplier 4,P001,2024-11-08,2024-11-02,6,3.9,707
S001,Supplier 1,P002,2024-01-16,2024-01-09,7,3.6,3468
S002,Supplier 2,P006,2024-05-15,2024-05-13,2,3.9,1122
S003,Supplier 3,P004,2024-09-12,2024-09-07,5,4.2,1951
S003,Supplier 3,P002,2024-11-29,2024-11-25,4,3.7,3813
S004,Supplier 4,P006,2024-11-28,2024-11-23,5,3.7,885
S002,Supplier 2,P003,2024-07-21,2024-07-16,5,4.4,989
S004,Supplier 4,P004,2024-11-23,2024-11-17,6,3.7,2096
S004,Supplier 4,P001,2024-04-04,2024-04-04,-1,4.6,3697
S004,Supplier 4,P006,2024-05-22,2024-05-18,4,4,4995
S003,Supplier 3,P005,2024-12-08,2024-12-01,7,4,3794
S003,Supplier 3,P006,2024-10-08,2024-10-01,7,3.3,3510
S004,Supplier 4,P004,2024-10-20,2024-10-16,4,4.8,4292
S002,Supplier 2,P003,2025-01-01,2024-12-26,6,4.7,3501
S003,Supplier 3,P005,2024-10-05,2024-09-30,5,3.6,766
S002,Supplier 2,P002,2024-03-05,2024-03-04,1,3.2,3448
S001,Supplier 1,P004,2024-12-11,2024-12-10,1,4.3,1266
S002,Supplier 2,P001,2024-10-26,2024-10-19,7,4.3,2877
S004,Supplier 4,P005,2024-01-28,2024-01-24,4,4.3,2468
S001,Supplier 1,P004,2024-05-17,2024-05-15,2,3.6,3549
S001,Supplier 1,P005,2024-09-04,2024-08-29,6,3.1,2588
S003,Supplier 3,P006,2024-04-22,2024-04-15,7,3.3,1481
S001,Supplier 1,P003,2024-02-08,2024-02-06,2,3.3,3259
S003,Supplier 3,P004,2024-10-01,2024-09-30,1,3.3,2400
S001,Supplier 1,P006,2024-07-16,2024-07-10,6,3.2,906
S004,Supplier 4,P001,2024-11-24,2024-11-23,1,4.2,3828
S001,Supplier 1,P002,2024-07-29,2024-07-24,5,4.8,3083
S002,Supplier 2,P006,2024-04-11,2024-04-11,0,4.7,2709
S004,Supplier 4,P006,2024-06-21,2024-06-16,5,4.5,3469
S002,Supplier 2,P002,2024-01-19,2024-01-19,-1,4.8,2460
S001,Supplier 1,P006,2024-02-10,2024-02-10,-1,3.5,1460
S001,Supplier 1,P002,2024-09-18,2024-09-15,3,3.1,4659
S004,Supplier 4,P003,2024-08-21,2024-08-21,0,4.8,1834
S003,Supplier 3,P004,2024-01-29,2024-01-24,5,3.3,855
S003,Supplier 3,P005,2024-11-04,2024-11-04,-1,4.9,4219
S004,Supplier 4,P006,2024-08-24,2024-08-21,3,3.2,3996
S001,Supplier 1,P005,2024-01-15,2024-01-08,7,4.1,3490
S001,Supplier 1,P003,2024-06-21,2024-06-15,6,4.8,989
S001,Supplier 1,P004,2024-01-03,2024-01-03,0,3.4,1084
S001,Supplier 1,P002,2024-05-12,2024-05-11,1,3,3006
S004,Supplier 4,P006,2024-03-07,2024-03-06,1,3.9,4225
S001,Supplier 1,P006,2024-02-08,2024-02-01,7,4.1,3635
S001,Supplier 1,P001,2024-12-12,2024-12-08,4,3.1,4341
S002,Supplier 2,P006,2024-05-01,2024-04-28,3,4.4,4798
S003,Supplier 3,P005,2024-09-15,2024-09-14,1,4.6,2883
S003,Supplier 3,P002,2024-01-19,2024-01-13,6,5,2877
S001,Supplier 1,P004,2024-11-30,2024-11-24,6,3.4,711
S003,Supplier 3,P006,2024-11-20,2024-11-16,4,4.7,3176
S001,Supplier 1,P004,2024-12-31,2024-12-28,3,3.3,2009
S001,Supplier 1,P006,2024-01-29,2024-01-29,0,3.2,3280
S004,Supplier 4,P006,2024-02-25,2024-02-19,6,3.3,4627
S001,Supplier 1,P002,2024-12-04,2024-11-27,7,4,4997
S001,Supplier 1,P004,2024-11-30,2024-11-26,4,4.1,2277
S004,Supplier 4,P005,2024-04-06,2024-04-04,2,3.7,763
S004,Supplier 4,P005,2024-10-27,2024-10-22,5,3.3,1628
S001,Supplier 1,P001,2024-02-05,2024-02-03,2,4.1,3326
S002,Supplier 2,P001,2024-12-01,2024-11-24,7,4.3,3100
S002,Supplier 2,P004,2024-08-05,2024-07-31,5,4.3,3991
S002,Supplier 2,P006,2024-07-16,2024-07-10,6,4.1,4381
S001,Supplier 1,P001,2024-05-19,2024-05-14,5,4.7,1316
S004,Supplier 4,P002,2024-09-17,2024-09-17,-1,3.2,1256
S001,Supplier 1,P003,2024-11-30,2024-11-23,7,3.5,1025
S002,Supplier 2,P005,2024-10-15,2024-10-12,3,4.3,3984
S001,Supplier 1,P002,2024-07-14,2024-07-07,7,4.8,3933
S004,Supplier 4,P001,2024-05-18,2024-05-17,1,4.2,4485
S003,Supplier 3,P005,2024-02-23,2024-02-23,-1,4.7,4352
S002,Supplier 2,P006,2024-12-24,2024-12-19,5,4.9,2644
S004,Supplier 4,P004,2024-01-11,2024-01-09,2,4.3,1015
S003,Supplier 3,P006,2024-06-26,2024-06-26,0,4.7,540
S001,Supplier 1,P001,2024-09-27,2024-09-22,5,3.5,2862
S004,Supplier 4,P006,2024-09-14,2024-09-08,6,4.4,3140
S001,Supplier 1,P003,2024-01-09,2024-01-08,1,3.4,1095
S004,Supplier 4,P005,2024-06-29,2024-06-24,5,4.2,2583
S002,Supplier 2,P001,2024-09-22,2024-09-19,3,4.1,4521
S004,Supplier 4,P004,2024-04-24,2024-04-18,6,4.7,4788
S003,Supplier 3,P005,2024-10-02,2024-09-29,3,3.2,1272
S001,Supplier 1,P005,2024-08-25,2024-08-18,7,4.9,3221
S004,Supplier 4,P002,2024-04-25,2024-04-19,6,4.3,4123
S004,Supplier 4,P004,2024-12-13,2024-12-06,7,4.3,1657
S004,Supplier 4,P005,2024-01-15,2024-01-11,4,3.7,2701
S004,Supplier 4,P002,2024-06-07,2024-05-31,7,3.9,4861
S001,Supplier 1,P002,2024-01-06,2024-01-06,0,4.9,3567
S004,Supplier 4,P001,2024-10-14,2024-10-13,1,4.9,760
S004,Supplier 4,P006,2024-07-26,2024-07-25,1,3.8,3824
S003,Supplier 3,P004,2024-11-24,2024-11-22,2,4.8,4841
S001,Supplier 1,P001,2024-07-31,2024-07-30,1,3.1,741
S001,Supplier 1,P006,2025-01-05,2024-12-30,6,4.2,4742
S002,Supplier 2,P005,2024-02-25,2024-02-25,-1,3.7,3602
S004,Supplier 4,P002,2024-03-13,2024-03-09,4,3.7,2034
S001,Supplier 1,P002,2024-09-01,2024-08-26,6,3.5,4610
S001,Supplier 1,P001,2024-01-11,2024-01-10,1,4.2,1134
S002,Supplier 2,P001,2024-06-20,2024-06-20,0,4.3,3684
S003,Supplier 3,P005,2024-01-30,2024-01-30,-1,4.5,2470
S003,Supplier 3,P003,2024-03-01,2024-02-29,1,4.4,3277
S002,Supplier 2,P005,2024-10-18,2024-10-14,4,3.3,4211
S003,Supplier 3,P005,2024-11-24,2024-11-19,5,4.1,4691
S004,Supplier 4,P004,2024-03-18,2024-03-18,0,4.9,2215
S003,Supplier 3,P001,2024-01-18,2024-01-17,1,4,1745
S001,Supplier 1,P004,2024-01-04,2024-01-01,3,3.3,4591
S002,Supplier 2,P003,2024-11-08,2024-11-02,6,4.9,4529
S002,Supplier 2,P005,2024-07-14,2024-07-14,-1,3.1,2353
S004,Supplier 4,P003,2024-09-06,2024-09-04,2,4.2,1569
S002,Supplier 2,P003,2024-06-04,2024-06-04,0,4.2,3968
S004,Supplier 4,P006,2024-07-30,2024-07-28,2,3.7,654
S003,Supplier 3,P004,2024-06-03,2024-06-03,0,4.3,2733
S002,Supplier 2,P004,2024-10-23,2024-10-23,0,4.6,4564
S001,Supplier 1,P006,2024-12-21,2024-12-16,5,4.8,4794
S001,Supplier 1,P006,2024-11-22,2024-11-16,6,3.2,1318
S001,Supplier 1,P003,2024-12-04,2024-12-02,2,4.7,1073
S001,Supplier 1,P002,2024-08-22,2024-08-22,-1,4.9,2142
S004,Supplier 4,P005,2024-12-07,2024-12-04,3,4.6,3204
S004,Supplier 4,P005,2024-09-06,2024-09-01,5,3.8,4352
S001,Supplier 1,P002,2024-07-22,2024-07-22,-1,3.3,993
S003,Supplier 3,P002,2024-04-04,2024-03-28,7,3.6,2783
S004,Supplier 4,P006,2024-10-19,2024-10-19,0,4.7,3131
S003,Supplier 3,P004,2024-11-25,2024-11-19,6,4.6,1160
S004,Supplier 4,P001,2024-07-26,2024-07-23,3,3.3,4368
S001,Supplier 1,P003,2024-02-19,2024-02-19,-1,4.2,4544
S002,Supplier 2,P005,2024-01-15,2024-01-14,1,3.4,2589
S002,Supplier 2,P006,2024-12-29,2024-12-26,3,3.1,1092
S003,Supplier 3,P002,2024-11-23,2024-11-22,1,4.2,2309
S001,Supplier 1,P005,2024-12-07,2024-12-07,-1,4.7,4219
S001,Supplier 1,P001,2024-05-29,2024-05-26,3,4.7,566
S003,Supplier 3,P005,2024-12-29,2024-12-25,4,4.9,1676
S003,Supplier 3,P001,2024-03-18,2024-03-17,1,3.7,4379
S001,Supplier 1,P002,2024-07-30,2024-07-30,0,3.8,3266
S004,Supplier 4,P006,2024-08-10,2024-08-10,-1,3.6,2883
S004,Supplier 4,P005,2024-03-02,2024-03-02,0,3.5,3295
S002,Supplier 2,P005,2024-08-22,2024-08-16,6,4,2402
S004,Supplier 4,P006,2024-05-29,2024-05-28,1,3,1130
S001,Supplier 1,P002,2024-07-19,2024-07-19,-1,4.5,3946
S001,Supplier 1,P003,2024-12-25,2024-12-19,6,3.9,1815
S002,Supplier 2,P003,2024-11-18,2024-11-13,5,3.1,4151
S002,Supplier 2,P001,2024-04-30,2024-04-30,-1,3.2,1974
S001,Supplier 1,P004,2024-07-03,2024-06-26,7,3.2,4758
S003,Supplier 3,P005,2024-08-22,2024-08-22,-1,3.5,2749
S004,Supplier 4,P002,2024-08-20,2024-08-17,3,3.5,3417
S004,Supplier 4,P003,2024-12-21,2024-12-17,4,4.6,1067
S001,Supplier 1,P006,2024-09-10,2024-09-03,7,4.1,3564
S003,Supplier 3,P001,2024-10-13,2024-10-10,3,3.7,543
S004,Supplier 4,P001,2024-10-29,2024-10-29,0,4.3,3124
S001,Supplier 1,P004,2024-06-29,2024-06-22,7,3.9,1346
S003,Supplier 3,P005,2024-01-09,2024-01-07,2,3.3,829
S001,Supplier 1,P004,2024-10-24,2024-10-24,-1,4.2,4439
S004,Supplier 4,P003,2024-03-05,2024-02-28,6,3.1,3009
S003,Supplier 3,P005,2024-03-17,2024-03-17,0,4.4,1460
S003,Supplier 3,P004,2024-07-19,2024-07-17,2,3.2,1611
S002,Supplier 2,P005,2024-05-17,2024-05-16,1,3.4,523
S003,Supplier 3,P004,2024-08-18,2024-08-11,7,3.8,815
S001,Supplier 1,P001,2024-01-10,2024-01-10,0,4.8,1642
S002,Supplier 2,P005,2024-05-01,2024-05-01,-1,4.4,3413
S004,Supplier 4,P003,2024-08-04,2024-07-28,7,3.3,3009
S001,Supplier 1,P003,2024-06-22,2024-06-19,3,4,1788
S004,Supplier 4,P003,2024-09-11,2024-09-08,3,4.4,3280
S004,Supplier 4,P003,2024-01-26,2024-01-26,0,3.4,4678
S003,Supplier 3,P001,2024-06-25,2024-06-25,0,3.5,4262
S003,Supplier 3,P002,2024-08-02,2024-08-01,1,4.3,4229
S003,Supplier 3,P006,2024-08-28,2024-08-21,7,4.2,2978
S004,Supplier 4,P001,2024-10-02,2024-10-01,1,3.1,3121
S004,Supplier 4,P001,2024-12-02,2024-12-02,-1,4.8,540
S001,Supplier 1,P006,2024-04-10,2024-04-09,1,4.4,2692
S004,Supplier 4,P006,2024-10-13,2024-10-07,6,3.3,2117
S002,Supplier 2,P003,2024-11-02,2024-10-30,3,4.2,2409
S001,Supplier 1,P006,2024-02-27,2024-02-27,-1,3.1,4537
S001,Supplier 1,P005,2024-09-06,2024-09-02,4,4.1,4828
S003,Supplier 3,P002,2024-07-04,2024-06-29,5,4.6,1916
S004,Supplier 4,P005,2024-11-12,2024-11-11,1,4.2,4540
S004,Supplier 4,P004,2024-03-18,2024-03-16,2,3.6,2703
S004,Supplier 4,P003,2024-03-25,2024-03-21,4,3.2,1968
S002,Supplier 2,P002,2024-12-11,2024-12-11,-1,3.8,3503
S001,Supplier 1,P005,2024-08-15,2024-08-13,2,4.1,4765
S002,Supplier 2,P005,2024-10-08,2024-10-01,7,3.1,1742
S004,Supplier 4,P002,2024-04-09,2024-04-02,7,3.2,3921
S001,Supplier 1,P001,2024-01-11,2024-01-04,7,3.5,1530
S003,Supplier 3,P005,2024-05-04,2024-05-02,2,3.2,2989
S004,Supplier 4,P004,2024-06-21,2024-06-18,3,4.3,3974
S004,Supplier 4,P006,2024-08-03,2024-08-01,2,4.9,788
S002,Supplier 2,P006,2024-12-13,2024-12-13,0,4.5,3405
S001,Supplier 1,P005,2024-06-19,2024-06-14,5,4.2,3570
S004,Supplier 4,P005,2024-08-15,2024-08-14,1,4.5,3663
S002,Supplier 2,P003,2024-07-26,2024-07-26,0,4.9,1646
S002,Supplier 2,P002,2024-07-30,2024-07-28,2,3,3944
S001,Supplier 1,P001,2024-07-19,2024-07-18,1,4.3,3171
S001,Supplier 1,P003,2024-09-30,2024-09-30,-1,3.7,4904
S001,Supplier 1,P001,2024-10-06,2024-10-06,-1,4.9,2992
S003,Supplier 3,P005,2024-02-23,2024-02-22,1,3.4,1064
S001,Supplier 1,P001,2024-03-22,2024-03-19,3,4.9,3031
S001,Supplier 1,P005,2024-12-18,2024-12-13,5,4.7,4420
S003,Supplier 3,P003,2024-04-03,2024-04-03,0,3.4,4017
S002,Supplier 2,P003,2024-08-31,2024-08-29,2,3.8,2494
S003,Supplier 3,P001,2024-11-05,2024-10-31,5,4,2368
S003,Supplier 3,P005,2024-08-23,2024-08-22,1,4.8,3527
S004,Supplier 4,P003,2024-11-06,2024-11-03,3,4.3,1044
S001,Supplier 1,P006,2024-09-18,2024-09-12,6,3.7,2545
S002,Supplier 2,P006,2024-11-12,2024-11-08,4,3.3,2852
S001,Supplier 1,P006,2024-01-30,2024-01-30,0,3.9,3273
S004,Supplier 4,P002,2024-04-08,2024-04-01,7,4.6,3605
S001,Supplier 1,P001,2024-06-15,2024-06-08,7,3.9,508
S003,Supplier 3,P006,2024-07-01,2024-07-01,0,3.4,4355
S004,Supplier 4,P002,2024-11-15,2024-11-08,7,3.1,4165
S002,Supplier 2,P004,2024-07-20,2024-07-13,7,4.2,3491
S001,Supplier 1,P004,2024-11-15,2024-11-10,5,3.3,1597
S002,Supplier 2,P006,2024-06-14,2024-06-13,1,4.2,4494
S003,Supplier 3,P001,2024-08-25,2024-08-25,0,3.2,1387
S003,Supplier 3,P006,2024-06-11,2024-06-09,2,3.8,2635
S002,Supplier 2,P006,2024-12-07,2024-11-30,7,3,723
S003,Supplier 3,P001,2024-04-19,2024-04-18,1,4.7,2083
S001,Supplier 1,P003,2024-11-27,2024-11-27,0,4.4,3710
S003,Supplier 3,P001,2024-10-04,2024-09-30,4,3.1,1256
S004,Supplier 4,P005,2024-11-01,2024-11-01,-1,3.8,4976
S001,Supplier 1,P002,2024-01-20,2024-01-13,7,3.5,611
S004,Supplier 4,P003,2024-06-23,2024-06-22,1,4.2,4724
S004,Supplier 4,P005,2024-09-15,2024-09-12,3,4.4,3873
S002,Supplier 2,P004,2024-04-17,2024-04-16,1,3.1,2071
S001,Supplier 1,P001,2024-02-13,2024-02-13,-1,4.9,1290
S004,Supplier 4,P003,2024-01-15,2024-01-15,0,4.7,2539
S003,Supplier 3,P005,2024-11-02,2024-11-02,0,3.3,974
S002,Supplier 2,P004,2024-10-17,2024-10-13,4,3.3,3210
S001,Supplier 1,P003,2024-12-28,2024-12-25,3,4,1806
S001,Supplier 1,P001,2024-03-19,2024-03-18,1,3.6,2923
S002,Supplier 2,P005,2024-01-04,2024-01-03,1,3.4,1101
S004,Supplier 4,P005,2024-01-26,2024-01-19,7,3.2,835
S004,Supplier 4,P005,2024-10-28,2024-10-21,7,5,1175
S003,Supplier 3,P003,2024-07-14,2024-07-12,2,4,1767
S003,Supplier 3,P004,2024-10-15,2024-10-15,0,4.4,2746
S002,Supplier 2,P001,2024-03-31,2024-03-31,0,4.5,3227
S003,Supplier 3,P005,2024-12-05,2024-11-28,7,4.5,1302
S004,Supplier 4,P002,2024-02-25,2024-02-25,-1,5,4488
S004,Supplier 4,P004,2024-02-21,2024-02-17,4,3.7,2575
S002,Supplier 2,P005,2024-12-15,2024-12-14,1,4.6,4931
S003,Supplier 3,P003,2024-10-15,2024-10-15,0,4.6,2774
S003,Supplier 3,P004,2024-01-23,2024-01-19,4,4.3,1768
S002,Supplier 2,P004,2024-12-24,2024-12-23,1,3,3531
S001,Supplier 1,P003,2024-03-14,2024-03-14,-1,3.1,700
S001,Supplier 1,P003,2024-09-08,2024-09-08,0,4.2,4628
S001,Supplier 1,P003,2024-12-24,2024-12-18,6,4.7,3387
S001,Supplier 1,P002,2025-01-01,2024-12-25,7,4.4,3943
S004,Supplier 4,P002,2024-11-20,2024-11-14,6,4.2,3124
S004,Supplier 4,P004,2024-07-29,2024-07-29,-1,4.6,2248
S001,Supplier 1,P001,2024-10-02,2024-10-02,-1,4.9,645
S004,Supplier 4,P006,2024-04-03,2024-03-31,3,3.9,2200
S004,Supplier 4,P001,2024-08-22,2024-08-17,5,3.4,4495
S002,Supplier 2,P001,2024-04-29,2024-04-22,7,3.7,4689
S001,Supplier 1,P001,2024-07-04,2024-06-27,7,4,877
S004,Supplier 4,P006,2024-04-14,2024-04-09,5,3.6,1551
S002,Supplier 2,P002,2024-08-04,2024-08-02,2,3.1,890
S001,Supplier 1,P002,2024-02-01,2024-02-01,0,4.7,1873
S003,Supplier 3,P002,2024-11-20,2024-11-20,0,3.2,4477
S003,Supplier 3,P001,2024-06-21,2024-06-17,4,3.8,2662
S001,Supplier 1,P001,2024-10-09,2024-10-08,1,3.9,2632
S001,Supplier 1,P003,2024-04-14,2024-04-13,1,4.8,2338
S002,Supplier 2,P006,2024-02-09,2024-02-04,5,4.7,3336
S004,Supplier 4,P003,2024-11-02,2024-10-30,3,3.1,1982
S002,Supplier 2,P002,2024-02-11,2024-02-11,-1,4.2,796
S003,Supplier 3,P003,2024-06-23,2024-06-17,6,3.8,4959
S002,Supplier 2,P003,2024-06-18,2024-06-14,4,4,2934
S003,Supplier 3,P004,2024-09-07,2024-09-06,1,3.4,3231
S002,Supplier 2,P003,2024-10-08,2024-10-06,2,3.3,751
S004,Supplier 4,P005,2024-01-30,2024-01-30,0,3.9,2262
S001,Supplier 1,P006,2024-05-30,2024-05-26,4,4.6,955
S002,Supplier 2,P002,2024-06-13,2024-06-06,7,4.6,3944
S002,Supplier 2,P005,2024-05-29,2024-05-24,5,3.3,2292
S004,Supplier 4,P004,2024-03-07,2024-03-07,-1,3.7,4420
S002,Supplier 2,P003,2024-09-30,2024-09-25,5,4.6,4798
S004,Supplier 4,P005,2024-09-15,2024-09-10,5,4.5,4472
S003,Supplier 3,P002,2024-04-18,2024-04-16,2,4.1,2287
S001,Supplier 1,P001,2024-05-19,2024-05-14,5,4.1,4403
S001,Supplier 1,P006,2024-11-04,2024-10-28,7,3,2441
S004,Supplier 4,P006,2024-01-29,2024-01-22,7,3.6,2268
S001,Supplier 1,P001,2024-07-09,2024-07-06,3,3.1,3358
S003,Supplier 3,P004,2024-02-05,2024-01-29,7,3.3,2929
S001,Supplier 1,P002,2024-04-20,2024-04-13,7,4.6,948
S002,Supplier 2,P006,2024-12-13,2024-12-13,-1,3.4,2518
S003,Supplier 3,P004,2024-01-01,2024-01-01,0,3.8,3486
S004,Supplier 4,P002,2024-01-30,2024-01-23,7,4.5,3693
S003,Supplier 3,P002,2024-03-18,2024-03-18,-1,3.4,4952
S004,Supplier 4,P004,2024-12-04,2024-11-29,5,3,2862
S003,Supplier 3,P001,2024-01-18,2024-01-16,2,3.7,3934
S002,Supplier 2,P005,2024-10-02,2024-09-25,7,4,3162
S002,Supplier 2,P003,2024-09-13,2024-09-11,2,3.5,4705
S002,Supplier 2,P006,2024-10-18,2024-10-15,3,4.1,3786
S004,Supplier 4,P006,2024-05-02,2024-04-26,6,3,4279
S003,Supplier 3,P002,2024-08-26,2024-08-26,0,4.6,4372
S003,Supplier 3,P001,2024-05-29,2024-05-29,0,4.7,2594
S003,Supplier 3,P005,2024-04-20,2024-04-20,-1,4.6,1325
S001,Supplier 1,P001,2024-01-15,2024-01-09,6,3.6,1363
S001,Supplier 1,P001,2024-04-28,2024-04-28,0,4.5,3275
S002,Supplier 2,P004,2024-06-30,2024-06-25,5,3,3092
S002,Supplier 2,P003,2024-11-17,2024-11-17,-1,4.3,2533
S002,Supplier 2,P005,2024-02-27,2024-02-24,3,4.5,1128
S004,Supplier 4,P001,2024-06-18,2024-06-18,0,4.6,819
S003,Supplier 3,P001,2024-06-01,2024-05-31,1,5,2946
S001,Supplier 1,P006,2024-04-23,2024-04-20,3,3.6,4906
S002,Supplier 2,P001,2024-09-19,2024-09-19,-1,3.5,1841
S003,Supplier 3,P001,2024-04-30,2024-04-30,-1,4.1,2003
S002,Supplier 2,P002,2024-10-20,2024-10-17,3,3.1,2041
S001,Supplier 1,P003,2024-09-14,2024-09-12,2,4.9,4928
S004,Supplier 4,P003,2024-09-16,2024-09-16,0,3.9,663
S001,Supplier 1,P001,2024-03-20,2024-03-17,3,3.5,4272
S004,Supplier 4,P005,2024-03-09,2024-03-02,7,4.1,2431
S001,Supplier 1,P005,2024-03-31,2024-03-29,2,4.1,2578
S002,Supplier 2,P001,2024-03-16,2024-03-16,-1,4.9,1811
S002,Supplier 2,P003,2024-05-31,2024-05-28,3,3,1594
S001,Supplier 1,P005,2024-03-02,2024-02-24,7,3.5,3999
S004,Supplier 4,P005,2024-09-20,2024-09-15,5,3.3,4365
S003,Supplier 3,P005,2024-06-12,2024-06-11,1,3.6,4845
S003,Supplier 3,P002,2024-04-18,2024-04-18,-1,4.2,4017
S003,Supplier 3,P003,2024-11-26,2024-11-23,3,4.1,3329
S001,Supplier 1,P006,2024-01-24,2024-01-24,-1,4.9,1024
S001,Supplier 1,P004,2024-08-10,2024-08-05,5,3.1,4861
S004,Supplier 4,P006,2024-02-27,2024-02-22,5,4.1,2460
S004,Supplier 4,P002,2024-01-28,2024-01-24,4,3.9,1106
S001,Supplier 1,P001,2024-06-08,2024-06-06,2,3.2,1966
S001,Supplier 1,P006,2024-05-03,2024-04-28,5,3.9,2823
S002,Supplier 2,P005,2024-04-13,2024-04-08,5,3.7,3501
S001,Supplier 1,P002,2024-05-07,2024-05-03,4,3.2,863
